-0.065818,-0.56225,3.3625,-0.037974,-0.50567,3.4086,-0.045152,-0.16697,3.4315,-0.089515,0.019049,3.5393,-0.17143,-0.32939,3.4292,0.014097,-0.4414,3.2784,0.19963,-0.60446,3.2212,0.3304,-0.75994,3.2201,0.00172,-0.27054,3.3207,0.10094,-0.49034,3.2268,0.27012,-0.6746,3.1933,0.32782,-0.76455,3.2179,-0.10811,-0.63256,3.3901,-0.03284,-0.99146,3.121,-0.10531,-1.1932,2.9816,-0.15909,-1.1953,2.9202,-0.028127,-0.60606,3.3086,0.068938,-1.0025,3.2374,0.084944,-1.2557,3.2241,0.036957,-1.2999,3.1535,
0.08858,-0.58863,3.568,0.090244,-0.54524,3.6263,0.078218,-0.24048,3.6726,0.075384,-0.047762,3.7447,-0.092519,-0.37256,3.6511,-0.1292,-0.59479,3.6544,-0.055464,-0.78244,3.4512,-0.074233,-0.81656,3.2862,0.21991,-0.35951,3.6301,0.28282,-0.61574,3.5195,0.30085,-0.80986,3.4352,0.30123,-0.89284,3.3966,0.021787,-0.65872,3.553,0.086435,-1.0011,3.4256,0.10609,-1.2604,3.2818,0.10241,-1.268,3.1908,0.15743,-0.64995,3.5413,0.1634,-0.97134,3.5018,0.25761,-1.3067,3.4942,0.26988,-1.3468,3.4129,
-0.02106,-0.69566,3.7795,-0.052652,-0.65393,3.8308,-0.022351,-0.36065,3.9157,0.0044151,-0.16483,3.967,-0.079365,-0.42284,3.7565,-0.1751,-0.62456,3.6149,-0.24531,-0.80532,3.5169,-0.27661,-0.84715,3.4729,0.099743,-0.51308,3.8944,0.1903,-0.74034,4.0031,0.1529,-0.53814,3.9979,0.14044,-0.47073,4.0002,-0.05394,-0.73116,3.7017,-0.038275,-1.0266,3.5981,0.044994,-1.337,3.4304,0.10117,-1.359,3.3856,0.018057,-0.78381,3.8065,-0.10369,-1.1239,3.6409,0.036602,-1.3665,3.6608,0.11044,-1.3776,3.6134,
-0.067159,-0.71613,3.7952,-0.094048,-0.67757,3.8595,-0.10156,-0.35471,3.9909,-0.12425,-0.1622,4.0623,-0.091745,-0.32464,3.8571,-0.13044,-0.54985,3.6889,-0.15929,-0.75079,3.5299,-0.18941,-0.80191,3.5001,0.011896,-0.37226,3.891,-0.069912,-0.58098,3.7162,-0.16679,-0.78149,3.5511,-0.20378,-0.82685,3.5198,-0.083131,-0.7374,3.786,-0.080486,-1.0634,3.6127,-0.20536,-1.3804,3.5472,-0.19742,-1.4531,3.537,-0.046459,-0.74432,3.7759,-0.22368,-1.0939,3.6357,-0.043948,-1.3791,3.7059,0.028773,-1.392,3.6601,
-0.20901,-0.76022,3.796,-0.23467,-0.70172,3.8589,-0.22558,-0.3124,3.9825,-0.2644,-0.12292,3.9779,-0.20335,-0.445,3.7759,-0.22704,-0.64839,3.6281,-0.24987,-0.81427,3.4915,-0.27999,-0.8654,3.4617,-0.17049,-0.41526,3.8138,-0.086545,-0.64077,3.7019,-0.1642,-0.82304,3.6546,-0.11389,-0.89049,3.6232,-0.221,-0.76523,3.8046,-0.28043,-1.0688,3.6099,-0.4145,-1.2704,3.4352,-0.37451,-1.3487,3.4854,-0.1926,-0.77633,3.7781,-0.32213,-1.1242,3.5981,-0.091035,-1.3744,3.6951,-0.015801,-1.3785,3.6497,
-0.3915,-0.67738,3.7001,-0.3476,-0.63054,3.7532,-0.32365,-0.26801,3.88,-0.34381,-0.069388,3.8935,-0.28756,-0.39904,3.7286,-0.43357,-0.58633,3.7073,-0.59505,-0.80105,3.7425,-0.65045,-0.8658,3.7067,-0.27355,-0.39174,3.7166,-0.23193,-0.60524,3.5818,-0.27174,-0.79306,3.5071,-0.28744,-0.86752,3.4546,-0.40699,-0.69122,3.7278,-0.35946,-1.0004,3.5272,-0.39656,-1.3534,3.4744,-0.46234,-1.3774,3.4201,-0.37966,-0.72688,3.6482,-0.32523,-1.1645,3.7067,-0.16623,-1.4844,3.7255,-0.15838,-1.5692,3.701,
-0.44343,-0.65454,3.6304,-0.43825,-0.60879,3.6979,-0.41683,-0.25056,3.8101,-0.39882,-0.050396,3.8238,-0.38093,-0.38114,3.6594,-0.40462,-0.58454,3.5117,-0.54963,-0.76847,3.6404,-0.64824,-0.88723,3.6417,-0.33287,-0.37755,3.6609,-0.29814,-0.58389,3.5331,-0.41814,-0.71237,3.3698,-0.48186,-0.75994,3.2927,-0.45935,-0.72088,3.6554,-0.54174,-1.0807,3.531,-0.50903,-1.4041,3.5485,-0.49965,-1.4613,3.4802,-0.43841,-0.6999,3.5513,-0.57888,-0.98598,3.4477,-0.41797,-1.3094,3.4774,-0.41895,-1.4117,3.4889,
-0.49676,-0.64303,3.5614,-0.48352,-0.60704,3.6236,-0.47833,-0.31689,3.7013,-0.49553,-0.068813,3.7587,-0.58288,-0.41338,3.6165,-0.60657,-0.61678,3.4687,-0.75108,-0.80009,3.5969,-0.85018,-0.91947,3.5987,-0.38718,-0.35555,3.5985,-0.34468,-0.50113,3.4417,-0.48002,-0.59285,3.3118,-0.5833,-0.5895,3.1438,-0.53224,-0.69789,3.5566,-0.61706,-1.0383,3.4216,-0.68943,-1.284,3.2953,-0.71666,-1.2856,3.2091,-0.46041,-0.67296,3.5304,-0.42082,-1.0599,3.4764,-0.4005,-1.3529,3.4668,-0.41314,-1.4012,3.3914,
-0.54167,-0.6241,3.4861,-0.53246,-0.58872,3.5458,-0.54098,-0.30472,3.6124,-0.55799,-0.058902,3.6597,-0.6522,-0.41015,3.5449,-0.67589,-0.61354,3.3971,-0.65952,-0.87373,3.3074,-0.68395,-1.0004,3.2144,-0.42625,-0.349,3.5228,-0.42195,-0.53053,3.3635,-0.54917,-0.57908,3.1742,-0.61539,-0.57706,3.0629,-0.58093,-0.68141,3.4781,-0.67538,-0.99088,3.2922,-0.70823,-1.2423,3.1913,-0.72992,-1.2529,3.1038,-0.50335,-0.66631,3.4498,-0.45948,-1.0495,3.4238,-0.4084,-1.3452,3.4479,-0.43008,-1.4189,3.4561,
-0.6232,-0.60337,3.3734,-0.61754,-0.56075,3.4424,-0.59425,-0.21795,3.5696,-0.6131,-0.014116,3.5859,-0.69565,-0.37722,3.4389,-0.74773,-0.57422,3.2804,-0.73133,-0.83481,3.1905,-0.72586,-0.92167,3.1647,-0.49281,-0.33831,3.4536,-0.44716,-0.53698,3.2912,-0.5383,-0.63728,3.1299,-0.58625,-0.67175,3.0463,-0.66573,-0.64789,3.3632,-0.71637,-0.97439,3.2117,-0.7481,-1.3026,3.1278,-0.75655,-1.325,3.0396,-0.58832,-0.6428,3.3377,-0.52712,-1.0141,3.3127,-0.44622,-1.3281,3.4023,-0.4178,-1.4132,3.3851,
-0.66508,-0.54452,3.279,-0.66544,-0.50842,3.3474,-0.66458,-0.18857,3.4557,-0.67431,0.010755,3.4827,-0.82316,-0.33848,3.3562,-0.9432,-0.53402,3.2881,-1.0114,-0.70306,3.1911,-1.0315,-0.76148,3.1618,-0.55822,-0.30692,3.3755,-0.47748,-0.53756,3.2846,-0.49442,-0.67364,3.1252,-0.49803,-0.75261,3.0771,-0.71545,-0.60568,3.2438,-0.76245,-0.96737,3.1325,-0.76021,-1.2277,3.0849,-0.7245,-1.2819,3.0453,-0.61281,-0.60044,3.2525,-0.59066,-0.95198,3.0989,-0.53283,-1.2501,3.2041,-0.51027,-1.3366,3.2024,
-0.67778,-0.50413,3.2258,-0.68757,-0.46541,3.2889,-0.71052,-0.15894,3.3635,-0.70299,0.03671,3.4037,-0.8603,-0.28742,3.2917,-0.98028,-0.43721,3.1961,-1.0891,-0.54585,3.0149,-1.1315,-0.58878,2.9546,-0.57006,-0.28106,3.3273,-0.49424,-0.5376,3.2691,-0.47153,-0.71112,3.1384,-0.46529,-0.78786,3.0856,-0.72829,-0.56926,3.1873,-0.77696,-0.94314,3.0881,-0.76254,-1.2017,3.0672,-0.7493,-1.2409,2.9882,-0.61639,-0.5598,3.2105,-0.62861,-0.9101,2.9791,-0.64488,-1.1786,2.9951,-0.59387,-1.2184,2.9556,
-0.70705,-0.48148,3.1496,-0.72099,-0.4444,3.2127,-0.73475,-0.13883,3.2965,-0.72474,0.053609,3.3307,-0.872,-0.26517,3.1904,-1.0033,-0.39728,3.0915,-1.0868,-0.43895,2.9014,-1.1084,-0.44209,2.7901,-0.58879,-0.26133,3.2569,-0.50664,-0.51545,3.2526,-0.47566,-0.71655,3.1494,-0.47481,-0.79861,3.1301,-0.75875,-0.53984,3.1011,-0.79996,-0.90927,3.0485,-0.78823,-1.1858,3.0355,-0.76682,-1.2294,2.9604,-0.64543,-0.54314,3.141,-0.64904,-0.85977,2.9235,-0.64501,-1.1042,2.8182,-0.62771,-1.1139,2.7309,
-0.72027,-0.45357,3.0483,-0.73071,-0.41889,3.1129,-0.74494,-0.12289,3.1985,-0.75096,0.066698,3.2182,-0.88309,-0.25915,3.0911,-1.0025,-0.39109,2.9746,-1.0651,-0.40676,2.7724,-1.0823,-0.42162,2.6826,-0.62499,-0.24825,3.1375,-0.53463,-0.49754,3.1678,-0.51838,-0.71228,3.1122,-0.5086,-0.80317,3.0932,-0.76854,-0.51515,3.0336,-0.8336,-0.93415,2.97,-0.73926,-1.1715,2.9716,-0.71958,-1.1418,2.875,-0.6678,-0.50231,3.0195,-0.65894,-0.79888,2.855,-0.68138,-1.0308,2.715,-0.67366,-1.0314,2.6258,
-0.70984,-0.44664,2.9541,-0.71891,-0.40703,3.0194,-0.73668,-0.091604,3.1011,-0.74984,0.095241,3.1183,-0.87495,-0.22966,3.0064,-0.99233,-0.37996,2.91,-1.0251,-0.46783,2.7208,-1.0331,-0.51028,2.6445,-0.60696,-0.21042,3.0395,-0.54652,-0.46428,3.0267,-0.52861,-0.67632,2.9524,-0.53602,-0.76827,2.9438,-0.75743,-0.50129,2.9063,-0.83057,-0.83931,2.8731,-0.73693,-1.0748,2.8745,-0.71761,-1.0652,2.774,-0.65138,-0.50691,2.9466,-0.6709,-0.76475,2.7502,-0.69394,-1.0929,2.6222,-0.69079,-1.1121,2.5327,
-0.72801,-0.41954,2.84,-0.72799,-0.38149,2.9074,-0.7394,-0.065005,3.0045,-0.7405,0.12073,3.0277,-0.87526,-0.20851,2.924,-0.96593,-0.44017,2.8724,-0.99928,-0.59782,2.741,-0.99369,-0.6789,2.696,-0.61343,-0.1863,2.9285,-0.54548,-0.42926,2.8464,-0.5332,-0.6013,2.7295,-0.53388,-0.68601,2.6914,-0.77746,-0.48509,2.8253,-0.84553,-0.8971,2.7284,-0.87615,-1.1494,2.7301,-0.88832,-1.1868,2.6527,-0.67664,-0.46518,2.7985,-0.68282,-0.79873,2.6464,-0.68529,-1.1062,2.5899,-0.68778,-1.1353,2.5051,
