0.094831,-0.12126,0.11994,0.087151,-0.10982,0.11755,0.065957,-0.078245,0.096117,0.079754,-0.089341,0.094433,0.12191,-0.076971,0.077545,0.13003,-0.1677,0.14794,0.1405,-0.18678,0.20834,0.15503,-0.22466,0.26176,0.083199,-0.098199,0.1069,0.054873,-0.15426,0.025118,0.014161,-0.17561,0.077808,-0.0096732,-0.17544,-0.019686,0.10823,-0.10973,0.12504,0.16773,-0.14776,0.13455,0.12427,0.076676,0.059343,0.1382,0.032346,0.065013,0.089376,-0.11761,0.12851,0.085861,-0.084487,-0.068044,0.029964,-0.056731,0.031935,0.032776,-0.013234,-0.0046434,2,2,2,1,1
0.24188,-0.088682,0.71362,0.2013,-0.091913,0.67657,0.14249,-0.21009,0.54428,0.043736,-0.282,0.63997,0.1955,-0.21767,0.4078,0.48358,-0.14137,0.46979,0.39237,0.061482,0.38688,0.39689,0.10294,0.29687,0.17556,-0.13805,0.57603,-0.048623,-0.17131,0.50177,0.19099,0.1565,0.75306,0.3172,0.2007,0.80123,0.22518,-0.10018,0.76563,0.076489,-0.070737,1.0013,0.4957,-0.23349,1.0943,0.58991,-0.21682,1.2059,0.28752,-0.061084,0.72223,0.28927,0.02812,0.8173,0.40301,0.024006,0.5855,0.42268,-0.0012764,0.584,2,2,2,2,2,1,1,1
-0.64148,-0.052045,3.7064,-0.64497,0.015485,3.7438,-0.56244,0.35065,3.7263,-0.50599,0.55545,3.6939,-0.69267,0.27617,3.6789,-0.84848,0.11051,3.6868,-0.8608,-0.066829,3.6628,-0.88114,-0.11743,3.6575,-0.45883,0.25703,3.7872,-0.42982,0.051519,3.8525,-0.47673,-0.11166,3.8968,-0.49236,-0.16606,3.9149,-0.70279,-0.10129,3.6841,-0.86056,-0.44227,3.6554,-0.87202,-0.74447,3.7242,-0.84658,-0.77408,3.6679,-0.60121,-0.10881,3.721,-0.63715,-0.40784,3.69,-0.72892,-0.62142,3.6546,-0.69103,-0.57813,3.6455,2,2,2,2,2,2,2,1,1,1,1
0.55664,0.15687,-0.68873,0.53094,0.14999,-0.69345,0.45886,0.14725,-0.67185,0.44396,0.12299,-0.66152,0.51535,0.087678,-0.75147,0.64752,0.082257,-0.87811,0.79777,0.2355,-0.99611,0.8641,0.27807,-1.0341,0.48476,0.14066,-0.67166,0.47011,0.14521,-0.59959,0.51692,0.14612,-0.55563,0.54432,0.14744,-0.54284,0.57787,0.13248,-0.73233,0.61809,0.069113,-0.66938,0.50315,0.057906,-0.69409,0.52982,0.05405,-0.6977,0.56354,0.13849,-0.65605,0.74754,0.08651,-0.73403,0.73316,-0.0012968,-0.59338,0.72248,-0.13971,-0.58998,2,2,2,2,2,2,2,1,1,1,1
0.34172,0.03736,-0.66129,0.37772,0.039606,-0.64459,0.33732,0.062825,-0.63533,0.25988,0.051385,-0.61936,0.26285,0.09976,-0.4928,0.22828,0.18498,-0.15686,0.075647,0.041265,0.06988,0.033045,-0.031813,0.10714,0.33813,0.10605,-0.74606,0.37045,0.12102,-1.0729,0.20815,0.32026,-1.2741,0.14225,0.38566,-1.3386,0.31495,0.042566,-0.6022,0.48419,0.12117,-0.78043,0.71611,0.093646,-0.9678,0.67536,0.055694,-0.9766,0.36833,0.055414,-0.72438,0.35146,0.030698,-0.5602,0.56955,0.092177,-0.42298,0.52275,0.15493,-0.49533,2,2,2,2,2,2,2,1,1,1,1
-0.44712,-0.10572,-0.50722,-0.42298,-0.091341,-0.50326,-0.46068,-0.017334,-0.40494,-0.48516,-0.033038,-0.3797,-0.41067,-0.044315,-0.38172,-0.40912,-0.040651,-0.41577,-0.4278,0.0051617,-0.6644,-0.4423,0.045607,-0.70879,-0.52463,-0.099743,-0.52426,-0.46168,-0.044216,-0.50624,-0.46264,-0.18813,-0.45985,-0.48685,-0.22303,-0.43176,-0.41927,-0.084188,-0.5069,-0.30781,-0.069206,-0.36499,-0.10239,0.048818,-0.28738,-0.11014,0.039174,-0.25299,-0.47676,-0.072761,-0.50989,-0.63272,-0.06957,-0.65699,-0.68305,-0.11073,-1.1213,-0.72456,-0.11141,-1.0946,2,2,2,2,2,2,2,1,1,1,1
-0.54533,0.032307,0.3428,-0.58196,0.023475,0.35439,-0.46796,0.013989,0.32523,-0.41172,0.025403,0.3418,-0.48799,-0.0096306,0.17009,-0.56647,-0.1335,-0.11264,-0.5565,0.08428,-0.1241,-0.51544,0.17379,-0.088303,-0.42081,-0.031449,0.43379,-0.50667,-0.12642,0.60987,-0.37786,-0.19488,0.72951,-0.31104,-0.23077,0.75674,-0.56853,0.035352,0.31463,-0.64765,0.0083997,0.28152,-1.1239,0.18243,0.10032,-1.1066,0.23407,0.060347,-0.5355,-0.0053594,0.36046,-0.65784,0.054078,0.31314,-0.58517,0.10656,0.49259,-0.57299,0.16893,0.50303,2,2,2,2,2,2,2,1,1,1,1
-0.15213,0.087548,0.80336,-0.13294,0.085327,0.7862,-0.18915,0.026729,0.69123,-0.13826,0.028327,0.68665,-0.14707,0.13111,0.75328,-0.14261,0.14246,0.93451,-0.022186,-0.095126,0.90554,-0.032685,-0.10765,0.87837,-0.18485,0.13938,0.63755,-0.29389,0.19738,0.47311,-0.30535,0.19404,0.34229,-0.3069,0.18984,0.34556,-0.13467,0.08842,0.8274,-0.36244,0.013975,0.83528,-0.29964,-0.19924,0.85474,-0.34207,-0.20286,0.85321,-0.16213,0.10401,0.80486,-0.10857,-0.023046,1.0302,-0.3273,-0.1332,1.1581,-0.29987,-0.19555,1.1233,3,2,2,3,2,2,2,1,1,2,2
0.20907,-0.19105,0.64399,0.188,-0.18166,0.63531,0.18232,-0.13321,0.67763,0.20299,-0.12361,0.65057,0.2409,-0.2233,0.59004,0.29813,-0.23522,0.38812,0.3437,-0.28908,0.66375,0.36732,-0.31316,0.74304,0.18232,-0.13321,0.67763,0.10417,-0.070761,0.97972,-0.020598,-0.061613,1.1328,-0.052891,-0.057192,1.1359,0.22172,-0.17654,0.63184,0.36431,-0.11761,0.64773,0.16623,-0.060157,0.76288,0.15275,-0.10945,0.79984,0.19826,-0.1858,0.65144,0.27966,-0.094215,0.63507,0.22603,-0.063425,0.68579,0.25725,-0.061732,0.68341,2,2,3,2,2,2,2,1,2,1,2
0.50038,0.099197,-0.13817,0.49373,0.087294,-0.16577,0.48829,-0.0029582,-0.22696,0.44742,-0.0093802,-0.26116,0.38376,0.0082985,-0.14815,0.4665,-0.030038,-0.076264,0.52242,0.22488,-0.21137,0.53095,0.23277,-0.26906,0.51599,-0.0078708,-0.044795,0.70324,-0.080081,-0.027036,0.88507,-0.10749,-0.059818,0.93034,-0.052786,-0.029238,0.48634,0.053732,-0.1418,0.43797,-0.01711,-0.051123,0.64693,-0.14788,0.17801,0.7153,-0.10132,0.14654,0.52648,0.076604,-0.11812,0.64714,0.041973,-0.16988,0.77682,0.069592,-0.08132,0.80457,0.0098923,0.0010259,2,3,2,2,2,2,2,2,1,1,2
0.25463,0.092916,-0.58996,0.27589,0.087657,-0.55847,0.26458,0.099559,-0.49063,0.21661,0.10798,-0.48892,0.2337,0.10724,-0.43661,0.19909,0.21697,-0.19474,0.023424,-0.047333,-0.20758,-0.047844,-0.10767,-0.22545,0.22917,0.051053,-0.66556,0.28846,0.066464,-0.90786,0.084648,0.29891,-1.0186,0.020488,0.31426,-1.0959,0.25354,0.10159,-0.55283,0.37805,0.1034,-0.78593,0.5449,0.075367,-0.98985,0.4906,0.038467,-0.98264,0.25234,0.096332,-0.65392,0.26995,0.11528,-0.60966,0.37987,0.078983,-0.68306,0.31592,0.13868,-0.7624,2,2,2,2,2,2,2,1,1,1,1
-0.41132,-0.030521,-0.59624,-0.40518,-0.027229,-0.58619,-0.37472,0.0073981,-0.59481,-0.36855,0.00087398,-0.57859,-0.33718,-0.0049264,-0.58139,-0.3538,-0.12303,-0.85036,-0.46611,0.11508,-0.9547,-0.47866,0.12314,-0.95339,-0.36704,0.024832,-0.54252,-0.3018,-0.027474,-0.45965,-0.13304,-0.25685,-0.47485,-0.081346,-0.31848,-0.48813,-0.41722,-0.034751,-0.60027,-0.39879,-0.055872,-0.33172,-0.24454,0.032119,-0.14136,-0.23056,0.0067401,-0.086006,-0.41741,-0.013889,-0.59093,-0.67069,-0.080622,-0.73674,-0.7461,-0.1134,-0.83805,-0.75723,-0.14175,-0.78113,2,2,2,2,2,2,2,1,1,1,1
