0.52708,0.024145,0.032213,0.50693,0.012218,0.017241,0.42358,-0.072707,-0.10345
0.43716,0.054544,-0.67447,0.44401,0.057653,-0.69407,0.21828,0.03323,-0.71304
-0.84103,0.09539,0.0164,-0.82852,0.089024,0.017998,-0.84993,0.069267,-0.024128
0.42963,0.321,-1.3817,0.46688,0.31336,-1.3741,0.44439,0.34941,-1.4925
-0.78911,0.38455,-0.79354,-0.80309,0.38151,-0.79525,-0.96583,0.35154,-0.92177
0.0032119,0.72315,-0.64637,0.009397,0.72568,-0.59098,-0.096853,0.72529,-0.49874
-0.43089,0.50184,-1.821,-0.41912,0.49489,-1.8166,-0.51354,0.47009,-1.9697
0.0014254,0.44072,-1.4306,-0.042609,0.43927,-1.4896,-0.061993,0.39107,-1.6239
0.12808,0.6024,-1.4293,0.13892,0.61896,-1.4522,0.03784,0.63217,-1.4416
-0.45787,0.49864,-1.1063,-0.45682,0.50565,-1.157,-0.46795,0.41945,-1.3895
-0.39127,0.5456,-1.1955,-0.40613,0.56308,-1.2488,-0.44217,0.51689,-1.4926
-0.1846,0.30955,-1.2515,-0.23043,0.32627,-1.2756,-0.35116,0.32825,-1.2863
-0.3313,0.34293,-1.2241,-0.34011,0.35485,-1.2667,-0.44998,0.34084,-1.2961
-0.051849,0.33215,-0.88689,-0.081748,0.33011,-0.89915,-0.17347,0.24066,-0.94722
-0.61624,0.2673,-1.2269,-0.66262,0.2635,-1.2479,-0.592,0.22036,-1.3107
0.53129,-0.2811,1.4001,0.56294,-0.28647,1.4029,0.57654,-0.28983,1.4243
0.52735,-0.29408,1.3816,0.57816,-0.2988,1.3907,0.58316,-0.2918,1.4141
0.43774,-0.26741,1.1034,0.46094,-0.25437,1.1142,0.39076,-0.1809,1.21
-0.87141,0.12495,-0.33742,-0.90797,0.092721,-0.30991,-0.94696,0.064384,-0.36754
-1.1778,0.016833,0.12078,-1.2164,-0.001168,0.13349,-1.2093,-0.036804,0.022548
-1.3605,-0.15018,0.51438,-1.3821,-0.15891,0.54574,-1.462,-0.14356,0.45495
-0.74052,0.29524,-1.1518,-0.75669,0.2836,-1.1249,-0.80089,0.2898,-1.2105
-0.60554,0.27337,-1.0263,-0.6356,0.26001,-0.99612,-0.67927,0.26987,-1.0734
-0.44521,0.23617,-1.1413,-0.47343,0.23036,-1.0997,-0.5047,0.29845,-1.1069
-0.38257,0.52051,-1.0283,-0.39989,0.50623,-1.0417,-0.45346,0.44448,-1.0027
-0.38519,0.46589,-1.0131,-0.41188,0.45705,-1.0166,-0.42906,0.45206,-0.9142
-0.39229,0.46715,-1.0036,-0.39896,0.46041,-0.99353,-0.414,0.48462,-0.89164
-0.35992,0.59918,-0.9352,-0.35123,0.55961,-0.93605,-0.39366,0.44002,-0.87683
-0.40305,0.41531,-1.0228,-0.37271,0.3916,-1.0283,-0.41712,0.30632,-0.91622
-0.42317,0.57006,-0.93683,-0.45467,0.55058,-0.94871,-0.41645,0.46615,-0.9039
-0.38769,0.67873,-1.0975,-0.44005,0.69248,-1.0314,-0.33713,0.97785,-0.9058
-0.64856,-0.37277,1.2737,-0.64605,-0.38074,1.2893,-0.6301,-0.36739,1.3555
-0.64434,-0.30602,0.93723,-0.65513,-0.3059,0.94004,-0.7055,-0.30047,0.93326
-0.70856,-0.39251,1.2654,-0.74863,-0.40448,1.2695,-0.73219,-0.43857,1.2447
-0.98675,-0.37571,1.2265,-1.0349,-0.37171,1.2171,-1.0328,-0.36091,1.2133
-1.093,-0.35101,1.1815,-1.1487,-0.35441,1.1701,-1.193,-0.34501,1.2123
0.36531,0.10732,-0.64154,0.3965,0.089471,-0.62291,0.39645,0.091133,-0.6918
0.76252,-0.043209,-0.091288,0.77649,-0.047565,-0.040466,0.8005,0.040284,-0.0046458
0.67995,-0.07869,0.61905,0.65746,-0.085178,0.60238,0.67111,-0.15582,0.57238
-1.3048,-0.34023,0.89489,-1.3436,-0.38209,0.83453,-1.2641,-0.67255,0.73367
-1.3284,-0.17332,0.87829,-1.3777,-0.17812,0.85617,-1.3335,-0.23764,0.88087
-1.5492,-0.20378,0.70383,-1.5852,-0.17966,0.66657,-1.5187,-0.16355,0.59721
-1.7071,-0.080496,0.36964,-1.7494,-0.085012,0.35186,-1.7712,-0.14473,0.35263
-1.8,-0.15093,0.42602,-1.8466,-0.1447,0.41864,-1.9148,-0.15092,0.38444
-1.8365,-0.011212,0.37933,-1.8739,-0.022985,0.35898,-1.9813,-0.1352,0.26279
-1.889,-0.035746,0.30981,-1.9351,-0.04609,0.29448,-2.0221,-0.13936,0.21235
-1.8905,-0.088096,0.34007,-1.9033,-0.087837,0.30694,-2.0023,-0.21737,0.20728
-1.8851,-0.055737,0.33616,-1.9149,-0.054469,0.31141,-2.0168,-0.13846,0.20439
-1.8463,-0.1036,0.35258,-1.9312,-0.10384,0.31868,-1.9631,-0.1637,0.27222
-1.7626,-0.13976,0.65354,-1.8424,-0.14796,0.63039,-1.8567,-0.22598,0.60907
-1.7465,-0.16176,0.67479,-1.8252,-0.16658,0.656,-1.8453,-0.23815,0.63025
-1.7235,-0.10188,0.64244,-1.8059,-0.11616,0.61508,-1.8594,-0.22397,0.60933
-1.7433,-0.12633,0.66787,-1.8212,-0.13061,0.63932,-1.8655,-0.19743,0.60845
-1.7348,-0.12146,0.66089,-1.8207,-0.13413,0.62989,-1.8766,-0.22384,0.61209
