Frame,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Categories,
,Hip Center,,,Spine,,,Shoulder Center,,,Head,,,Shoulder Left,,,Elbow Left,,,Wrist Left,,,Hand Left,,,Shoulder Right,,,Elbow Right,,,Wrist Right,,,Hand Right,,,Hip Left,,,Knee Left,,,Ankle Left,,,Foot Left,,,Hip Right,,,Knee Right,,,Ankle Right,,,Foot Right,,,Position,Depth
30,0.17933,-0.18613,1.1932,0.18889,-0.15089,1.2462,0.20383,0.11603,1.2994,0.21456,0.28062,1.3235,0.056068,0.020203,1.3019,-0.0077912,-0.18851,1.2676,-0.053831,-0.36217,1.2154,-0.035582,-0.42676,1.1943,0.33016,0.022519,1.2632,0.41183,-0.17896,1.1836,0.39372,-0.33948,1.094,0.39984,-0.3942,1.0502,0.10626,-0.24475,1.179,-0.037756,-0.55009,1.246,-0.15125,-0.7907,1.285,-0.19262,-0.82773,1.2304,0.24319,-0.24317,1.1625,0.49427,-0.39081,1.1065,0.76196,-0.54823,1.0363,0.79839,-0.5486,0.96175,In,Near
31,0.043241,-0.17077,1.2889,0.051316,-0.13856,1.3404,0.078826,0.10837,1.3714,0.061463,0.2627,1.3993,-0.082847,0.019961,1.3741,-0.17713,-0.20371,1.3504,-0.22572,-0.39492,1.283,-0.23608,-0.46277,1.2672,0.18725,-0.0014133,1.3457,0.25313,-0.18355,1.2899,0.22939,-0.40703,1.1866,0.25941,-0.44068,1.1606,-0.030675,-0.22786,1.252,-0.032363,-0.5727,1.2595,-0.033693,-0.84458,1.2519,-0.039606,-0.881,1.1832,0.10267,-0.23585,1.2876,0.32516,-0.42627,1.2556,0.36294,-0.61337,1.1019,0.31716,-0.54287,1.133,In,Near
32,-0.21676,-0.21387,1.3791,-0.2146,-0.17892,1.4344,-0.21215,0.089036,1.4869,-0.23457,0.24085,1.5007,-0.37612,-0.027139,1.4659,-0.46239,-0.25433,1.4465,-0.48346,-0.4589,1.3715,-0.51011,-0.52369,1.3611,-0.092707,-0.019364,1.4594,-0.026545,-0.23143,1.3981,-0.022014,-0.42991,1.329,-0.010699,-0.49255,1.3018,-0.28437,-0.27735,1.356,-0.33036,-0.62113,1.3317,-0.3666,-0.89201,1.299,-0.37641,-0.91981,1.2265,-0.15266,-0.27093,1.3576,0.026007,-0.50538,1.3579,0.21648,-0.75532,1.348,0.25617,-0.78259,1.2799,In,Near
33,-0.47575,-0.22564,1.5146,-0.48799,-0.19306,1.5674,-0.52031,0.067668,1.6119,-0.44186,0.21551,1.6043,-0.6262,-0.028357,1.5635,-0.71467,-0.25206,1.5021,-0.7283,-0.44971,1.421,-0.71121,-0.51848,1.4159,-0.3727,-0.025644,1.5998,-0.30571,-0.24722,1.5548,-0.25433,-0.45486,1.4979,-0.25925,-0.51571,1.4616,-0.53051,-0.27909,1.4899,-0.51553,-0.62223,1.4289,-0.50371,-0.89311,1.3673,-0.49221,-0.91318,1.2926,-0.40457,-0.27926,1.5,-0.30231,-0.55582,1.4963,-0.19309,-0.85119,1.4822,-0.16032,-0.88619,1.4141,In,Near
34,-0.50307,-0.21969,1.6324,-0.513,-0.18626,1.6757,-0.52821,0.023008,1.6599,-0.46672,0.18258,1.6531,-0.65775,-0.061387,1.6277,-0.74676,-0.24169,1.6138,-0.76144,-0.46937,1.5166,-0.73552,-0.535,1.507,-0.40654,0.028821,1.6777,-0.35456,-0.2069,1.6613,-0.32997,-0.38846,1.6202,-0.32314,-0.45542,1.5969,-0.56102,-0.29105,1.6129,-0.56642,-0.63096,1.5493,-0.5707,-0.90095,1.4854,-0.56191,-0.92454,1.4113,-0.43273,-0.26756,1.6352,-0.33293,-0.53773,1.6739,-0.23442,-0.724,1.5538,-0.27729,-0.64488,1.558,In,Near
35,-0.59255,-0.27071,1.7485,-0.61492,-0.2337,1.7823,-0.61257,0.0091686,1.8147,-0.52312,0.15037,1.8284,-0.70641,-0.050128,1.7491,-0.77533,-0.25344,1.6639,-0.78087,-0.4584,1.5848,-0.78495,-0.52751,1.5678,-0.47717,-0.11368,1.9008,-0.45179,-0.33563,1.8814,-0.43637,-0.51375,1.8528,-0.48129,-0.54458,1.8582,-0.6384,-0.33066,1.6923,-0.68643,-0.61449,1.649,-0.73784,-0.91826,1.5925,-0.7047,-0.95909,1.5283,-0.54336,-0.35023,1.7723,-0.40994,-0.5741,1.8872,-0.43333,-0.78646,1.6857,-0.39909,-0.7857,1.6155,In,Near
36,-0.54117,-0.29011,1.7654,-0.56198,-0.25635,1.8146,-0.55792,0.0022428,1.8792,-0.50532,0.16254,1.8925,-0.66477,-0.077214,1.7849,-0.74122,-0.28331,1.7234,-0.76525,-0.47589,1.648,-0.7705,-0.54529,1.6312,-0.41054,-0.11595,1.9071,-0.3689,-0.35599,1.8674,-0.31805,-0.58319,1.7822,-0.30576,-0.65095,1.7626,-0.59117,-0.33991,1.7146,-0.66066,-0.67006,1.6453,-0.71561,-0.9311,1.5771,-0.69292,-0.95601,1.5063,-0.48395,-0.35927,1.765,-0.28925,-0.54291,1.8677,-0.35093,-0.73761,1.6714,-0.33062,-0.72922,1.5961,In,Near
37,-0.40712,-0.29682,1.7738,-0.41904,-0.26274,1.8273,-0.43341,0.0043484,1.8856,-0.42401,0.16745,1.8804,-0.55784,-0.094722,1.8117,-0.62431,-0.31357,1.78,-0.63282,-0.51952,1.6995,-0.62253,-0.58668,1.6766,-0.27908,-0.09757,1.8701,-0.1915,-0.32329,1.8187,-0.15851,-0.49197,1.7509,-0.15795,-0.5552,1.7171,-0.46181,-0.35534,1.7391,-0.52153,-0.69147,1.6948,-0.56873,-0.95717,1.6465,-0.56386,-0.98305,1.5725,-0.34234,-0.35713,1.7587,-0.25552,-0.6347,1.7272,-0.16265,-0.93155,1.6834,-0.13033,-0.9602,1.612,In,Near
38,-0.18223,-0.30908,1.8959,-0.18684,-0.27471,1.949,-0.19888,-0.018762,1.9906,-0.19176,0.14014,2.0042,-0.3551,-0.13192,1.9599,-0.40113,-0.3703,1.9041,-0.38963,-0.55458,1.7995,-0.3893,-0.61867,1.7667,-0.043853,-0.12309,1.9707,0.037304,-0.35267,1.914,0.068507,-0.51594,1.8291,0.06597,-0.581,1.7984,-0.24647,-0.376,1.8688,-0.27867,-0.66373,1.8398,-0.31345,-0.97456,1.7984,-0.31875,-1.0114,1.7236,-0.10738,-0.37356,1.8745,-0.069129,-0.66003,1.8384,-0.027805,-0.96948,1.7894,-0.018074,-1.0037,1.7138,In,Near
39,-0.0011519,-0.32719,1.9402,-0.0078997,-0.29036,1.9937,-0.031818,-0.020831,2.038,-0.0021848,0.15409,2.0383,-0.15374,-0.12502,1.9903,-0.20062,-0.34878,1.9639,-0.20445,-0.58572,1.8841,-0.19639,-0.65436,1.8624,0.14644,-0.1138,2.0062,0.22856,-0.34474,1.9507,0.24656,-0.54286,1.8403,0.23718,-0.60904,1.8124,-0.057328,-0.39321,1.9232,-0.10264,-0.68859,1.8973,-0.15023,-0.99883,1.8598,-0.15556,-1.0263,1.7857,0.068894,-0.39012,1.9115,0.14662,-0.67568,1.8758,0.22909,-0.97868,1.8278,0.24515,-1.002,1.7532,In,Near
40,0.49114,-0.32551,1.9199,0.5093,-0.28955,1.9717,0.52867,-0.018824,2.0195,0.4599,0.15125,2.0105,0.37285,-0.12833,2.0237,0.33763,-0.35544,1.996,0.30684,-0.53234,1.9277,0.30744,-0.6021,1.9028,0.66269,-0.089868,1.942,0.73777,-0.31419,1.8759,0.6995,-0.4785,1.7764,0.67829,-0.54664,1.7565,0.42078,-0.40074,1.9233,0.3797,-0.68877,1.8853,0.33498,-1.0023,1.8339,0.30538,-1.0258,1.7624,0.54713,-0.38604,1.8659,0.57034,-0.66863,1.8208,0.59618,-0.98334,1.761,0.57851,-1.0168,1.6861,In,Near
41,0.28109,-0.32543,1.9126,0.29295,-0.2901,1.9678,0.28833,-0.015217,2.0345,0.27406,0.15515,1.9942,0.14604,-0.084321,2.0373,0.093749,-0.32602,1.9657,0.051583,-0.56034,1.8713,0.05763,-0.6304,1.8465,0.43999,-0.10775,1.9445,0.51985,-0.34485,1.8908,0.52004,-0.54401,1.7887,0.50307,-0.60998,1.7584,0.21719,-0.3952,1.9099,0.20216,-0.68306,1.8766,0.18553,-1.0017,1.8302,0.16304,-1.0325,1.7568,0.3423,-0.38797,1.8584,0.38156,-0.67172,1.8243,0.42527,-0.98771,1.7766,0.41487,-1.0234,1.7017,In,Near
42,0.056012,-0.35586,1.8771,0.064739,-0.31611,1.9331,0.085983,-0.025206,1.9935,0.068238,0.15301,1.9886,-0.083174,-0.1287,1.9529,-0.15671,-0.35399,1.9348,-0.15404,-0.57661,1.8257,-0.1567,-0.64584,1.7974,0.22364,-0.12774,1.925,0.29726,-0.36594,1.856,0.33734,-0.55515,1.7528,0.33003,-0.61848,1.7136,-0.019153,-0.41895,1.859,-0.056522,-0.70284,1.8545,-0.098439,-1.0213,1.8399,-0.11459,-1.0635,1.7682,0.11878,-0.42106,1.8458,0.15231,-0.75636,1.8335,0.18011,-1.0343,1.8104,0.17959,-1.0679,1.7368,In,Near
43,-0.12208,-0.31306,1.688,-0.12769,-0.2759,1.7464,-0.14119,0.013174,1.8219,-0.11607,0.18417,1.7984,-0.27102,-0.07211,1.7701,-0.34371,-0.31061,1.6916,-0.36896,-0.51909,1.5895,-0.36434,-0.58935,1.5629,0.026455,-0.095383,1.7782,0.083551,-0.33138,1.7463,0.088571,-0.5105,1.6751,0.083759,-0.57875,1.6438,-0.18459,-0.37326,1.6598,-0.24077,-0.70827,1.6421,-0.28721,-0.98521,1.6146,-0.29363,-1.0178,1.5404,-0.052128,-0.37519,1.6608,0.07919,-0.68852,1.6481,0.18775,-0.94755,1.6247,0.21586,-0.97148,1.5522,In,Near
44,0.085865,-0.25565,1.3734,0.073751,-0.22107,1.4344,0.065389,0.070813,1.5371,0.09145,0.23257,1.528,-0.045857,-0.028172,1.4358,-0.11087,-0.24477,1.3525,-0.10475,-0.40893,1.2461,-0.10076,-0.45759,1.2207,0.24456,-0.044552,1.4968,0.31687,-0.27774,1.4675,0.33001,-0.45255,1.3765,0.30418,-0.51293,1.3391,0.024311,-0.30902,1.3354,-0.24134,-0.51621,1.2675,-0.46051,-0.68716,1.1986,-0.48823,-0.68435,1.1219,0.15478,-0.31696,1.3493,0.35219,-0.52144,1.3974,0.57254,-0.74968,1.4415,0.63803,-0.76272,1.3878,In,Near
45,0.34901,-0.29286,1.5703,0.36484,-0.25084,1.622,0.38114,0.038456,1.6636,0.37227,0.21839,1.6544,0.23235,-0.061123,1.6676,0.17084,-0.30193,1.665,0.15056,-0.51738,1.5989,0.14839,-0.5897,1.5766,0.51938,-0.059794,1.5903,0.58043,-0.29149,1.5196,0.57384,-0.46412,1.4286,0.55762,-0.52875,1.4112,0.27671,-0.35856,1.5719,0.12123,-0.65778,1.6156,-0.0071157,-0.90479,1.6388,-0.052582,-0.93,1.5758,0.40872,-0.35631,1.5281,0.2858,-0.66919,1.5778,0.18431,-0.92748,1.606,0.14201,-0.95969,1.544,In,Near
46,0.29946,-0.29934,1.5686,0.32914,-0.25575,1.6183,0.35181,0.050425,1.68,0.29215,0.21084,1.6845,0.1887,-0.074525,1.7135,0.14834,-0.31404,1.7276,0.13194,-0.49993,1.6577,0.12112,-0.57164,1.6347,0.43439,-0.04786,1.5717,0.48853,-0.28039,1.4535,0.4678,-0.45125,1.3596,0.45117,-0.50458,1.3383,0.23323,-0.36745,1.579,0.10654,-0.6048,1.6781,-0.035078,-0.87013,1.7793,-0.10662,-0.90132,1.7434,0.34784,-0.34951,1.517,0.24393,-0.66547,1.5861,0.15808,-0.92652,1.6302,0.099385,-0.95612,1.5815,In,Near
47,0.041014,-0.24293,1.2266,0.056535,-0.2069,1.2856,0.064575,0.085731,1.3791,0.046619,0.25366,1.3867,-0.098528,-0.033666,1.3537,-0.16482,-0.24948,1.352,-0.18695,-0.42706,1.2734,-0.18697,-0.46671,1.2545,0.16886,-0.019171,1.2748,0.23296,-0.23804,1.1955,0.22146,-0.40943,1.1002,0.21601,-0.45492,1.0674,-0.022656,-0.30822,1.2151,-0.23284,-0.48109,1.3074,-0.46749,-0.6741,1.4007,-0.5419,-0.68146,1.3582,0.096721,-0.28988,1.1821,-0.03351,-0.57737,1.304,-0.14098,-0.8146,1.3917,-0.20065,-0.86261,1.3626,In,Near
48,0.050248,-0.16539,0.93079,0.040126,-0.13835,0.99063,0.055719,0.12363,1.0909,0.096889,0.27119,1.08,-0.028244,0.016799,0.97513,-0.11577,-0.16397,0.88752,-0.022051,-0.33019,0.86508,-0.076852,-0.36142,0.85386,0.21666,-0.0035093,1.0471,0.32012,-0.18386,1.0722,0.35153,-0.36827,1.0216,0.34784,-0.42386,1.0135,-0.014203,-0.2055,0.87864,-0.2437,-0.059484,0.97188,-0.071833,-0.19677,0.85281,-0.047241,-0.28651,0.86788,0.10829,-0.22392,0.91856,-0.13295,-0.46005,0.96716,-0.33187,-0.65477,0.99429,-0.38995,-0.6967,0.95448,In,Near
49,0.24301,-0.049664,0.95855,0.25357,-0.022119,0.99057,0.29335,0.13474,0.96415,0.27449,0.27614,0.93095,0.17853,0.032959,0.9382,0.13308,-0.14763,0.87746,0.33329,0.013928,0.86374,0.38826,0.024948,0.86389,0.43263,0.034084,0.93679,0.49258,-0.14159,0.95586,0.29751,0.010743,0.87431,0.30463,0.019347,0.83756,0.1254,-0.11824,0.99354,0.19286,-0.38252,0.77562,0.24833,-0.59983,0.58352,0.25229,-0.61064,0.50277,0.32146,-0.097125,0.91534,0.03503,-0.063703,0.94186,0.10858,-0.27962,0.8478,0.11897,-0.21108,0.84639,In,Near
50,0.34873,-0.24674,1.3156,0.35465,-0.20651,1.3682,0.36794,0.079955,1.4368,0.37302,0.24771,1.4258,0.22628,-0.028835,1.3935,0.16489,-0.25809,1.3743,0.15064,-0.43754,1.3041,0.14582,-0.47777,1.2863,0.52339,-0.027361,1.3711,0.58514,-0.24726,1.3062,0.58245,-0.42185,1.2215,0.57511,-0.4671,1.2127,0.27913,-0.31085,1.2996,0.044581,-0.55077,1.3474,-0.14825,-0.74801,1.3739,-0.19811,-0.76297,1.3114,0.4111,-0.30835,1.2811,0.24777,-0.60676,1.2885,0.11349,-0.85209,1.2817,0.078704,-0.87533,1.2119,In,Near
51,0.3001,-0.27609,1.4647,0.31501,-0.23852,1.5206,0.33818,0.0499,1.5925,0.31481,0.2217,1.5736,0.17255,-0.054983,1.5707,0.11893,-0.29259,1.5388,0.10619,-0.47079,1.462,0.10175,-0.53736,1.4338,0.46095,-0.051325,1.5057,0.54223,-0.27924,1.4507,0.55795,-0.45291,1.3637,0.55508,-0.50484,1.3447,0.22908,-0.34373,1.4574,0.028913,-0.54728,1.5019,-0.19264,-0.77259,1.5415,-0.25465,-0.78733,1.4841,0.35642,-0.3326,1.4185,0.22788,-0.64769,1.4433,0.12272,-0.90546,1.4507,0.0815,-0.93349,1.3861,In,Near
52,-0.084476,-0.21806,1.1106,-0.078421,-0.18157,1.1693,-0.08542,0.10622,1.2526,-0.087627,0.27313,1.2559,-0.24902,-0.010632,1.2093,-0.33255,-0.20917,1.1821,-0.36717,-0.38411,1.106,-0.37613,-0.40187,1.078,0.0331,-0.0044623,1.1646,0.10523,-0.2199,1.1165,0.12056,-0.39841,1.0428,0.12534,-0.4485,1.019,-0.15053,-0.2826,1.0882,-0.42438,-0.36221,1.1244,-0.72876,-0.4507,1.1551,-0.78893,-0.43334,1.0967,-0.018228,-0.26829,1.0785,-0.20205,-0.55221,1.103,-0.35307,-0.78547,1.1103,-0.399,-0.80422,1.0456,In,Near
53,-0.20717,-0.18196,0.96897,-0.20794,-0.14523,1.021,-0.1767,0.1229,1.0714,-0.16457,0.293,1.0754,-0.30368,0.0099301,0.97661,-0.4126,-0.18377,0.93395,-0.41819,-0.3603,0.85422,-0.43093,-0.38217,0.8357,-0.058462,0.0056434,1.0058,0.0089114,-0.18319,0.94039,-0.0053235,-0.33638,0.81861,0.02223,-0.37437,0.78899,-0.28357,-0.23222,0.94677,-0.58247,-0.13639,1.0628,-0.82859,-0.057478,1.1455,-0.87398,-0.013199,1.0946,-0.1393,-0.23674,0.95564,-0.32184,-0.027841,0.86726,0.013411,-0.23783,0.89673,0.045056,-0.30453,0.86143,In,Near
54,-0.096613,-0.18372,0.96675,-0.091474,-0.14544,1.0227,-0.091854,0.13906,1.0848,-0.10231,0.3045,1.0944,-0.24738,0.025621,1.0402,-0.30635,-0.16529,1.0071,-0.33387,-0.34326,0.93768,-0.3429,-0.38684,0.90468,0.028571,0.029468,1.0106,0.10167,-0.16817,0.96227,0.1296,-0.3376,0.87143,0.13449,-0.38442,0.84222,-0.16191,-0.24922,0.94336,-0.41179,-0.1984,1.0652,-0.26685,-0.27663,0.87274,-0.18945,-0.32851,0.86609,-0.032993,-0.23367,0.944,-0.25789,-0.072721,0.85347,0.036201,-0.3779,0.90036,0.11736,-0.33847,0.87616,In,Near
55,-0.12813,-0.25228,1.3617,-0.12399,-0.21232,1.4172,-0.11063,0.07641,1.4747,-0.1143,0.24759,1.477,-0.2773,-0.029065,1.431,-0.35128,-0.25379,1.4045,-0.34769,-0.43239,1.3271,-0.33725,-0.49187,1.3122,0.0097126,-0.0281,1.4223,0.063275,-0.2568,1.355,0.058301,-0.42816,1.264,0.055299,-0.46604,1.2367,-0.19539,-0.31196,1.3344,-0.43201,-0.55211,1.3522,-0.62666,-0.74966,1.354,-0.66869,-0.76221,1.2857,-0.06732,-0.31363,1.3432,-0.33965,-0.28298,1.2446,-0.067445,-0.45125,1.2142,0.021589,-0.46751,1.2367,In,Near
56,-0.19159,-0.29799,1.5758,-0.20913,-0.26089,1.6334,-0.23448,0.0343,1.7195,-0.1918,0.20387,1.7129,-0.34292,-0.063657,1.6215,-0.41737,-0.29688,1.5479,-0.41606,-0.47374,1.4607,-0.40989,-0.546,1.4424,-0.061569,-0.073848,1.6965,0.006296,-0.30388,1.6716,0.013526,-0.48146,1.5946,0.025179,-0.54945,1.5656,-0.24599,-0.35417,1.5345,-0.34409,-0.67875,1.5084,-0.42466,-0.94534,1.4741,-0.42598,-0.98044,1.4008,-0.12176,-0.35932,1.5631,0.07607,-0.55562,1.6264,0.15346,-0.7741,1.555,0.10956,-0.6917,1.5584,In,Near
57,-0.050016,-0.28623,1.5645,-0.07233,-0.24512,1.6183,-0.093817,0.055919,1.6871,-0.039318,0.20745,1.6996,-0.18279,-0.041599,1.6035,-0.24637,-0.27474,1.4946,-0.22227,-0.46648,1.419,-0.21636,-0.52812,1.3932,0.080883,-0.074313,1.6997,0.15119,-0.3094,1.7022,0.16726,-0.49105,1.6374,0.15992,-0.55595,1.6004,-0.10192,-0.33662,1.5257,-0.25379,-0.61221,1.3833,-0.37837,-0.83829,1.2535,-0.37088,-0.84501,1.1727,0.016613,-0.35004,1.5585,0.1254,-0.61087,1.6112,0.24615,-0.90038,1.66,0.30328,-0.93794,1.6082,In,Near
58,0.18368,-0.27653,1.4759,0.1719,-0.23865,1.5333,0.18013,0.0512,1.6137,0.19737,0.21449,1.6181,0.052675,-0.046968,1.5203,-0.016447,-0.26902,1.4533,-0.012791,-0.4406,1.3599,-0.013314,-0.49668,1.3421,0.34566,-0.063827,1.6014,0.41539,-0.30573,1.5783,0.44637,-0.48022,1.4978,0.44029,-0.536,1.4761,0.12064,-0.33127,1.4319,-0.026424,-0.62746,1.3357,-0.14701,-0.87032,1.2438,-0.14851,-0.88367,1.1634,0.24835,-0.3456,1.4635,0.46885,-0.5245,1.5122,0.71345,-0.72296,1.5566,0.77866,-0.72841,1.5014,In,Near
59,0.37489,-0.23342,1.2743,0.39241,-0.19689,1.3304,0.42465,0.089859,1.4016,0.39138,0.2581,1.4046,0.25685,-0.021025,1.3738,0.2037,-0.24827,1.3447,0.18351,-0.43336,1.2929,0.17778,-0.48207,1.2842,0.53903,-0.0091821,1.306,0.60996,-0.21542,1.23,0.58556,-0.38852,1.1429,0.58102,-0.43701,1.116,0.30409,-0.29878,1.2653,0.098598,-0.47066,1.3674,-0.12907,-0.66109,1.4708,-0.20399,-0.67479,1.4306,0.42845,-0.28904,1.2305,0.72344,-0.44903,1.152,0.96501,-0.58005,1.0747,0.9897,-0.57125,0.99744,In,Near
60,0.48408,-0.28329,1.5882,0.507,-0.24287,1.6394,0.55173,0.047089,1.6852,0.47717,0.21064,1.6635,0.36415,-0.057823,1.6941,0.30632,-0.28612,1.6909,0.28955,-0.48808,1.6121,0.28613,-0.55906,1.5864,0.64601,-0.042478,1.6125,0.69362,-0.27541,1.5045,0.67161,-0.45597,1.4087,0.65258,-0.51859,1.3884,0.40748,-0.34634,1.5848,0.34498,-0.68376,1.5967,0.29397,-0.95912,1.5935,0.26056,-0.99173,1.5263,0.53583,-0.34246,1.5516,0.59505,-0.68076,1.5215,0.64337,-0.95683,1.484,0.63168,-0.9886,1.4095,In,Near
61,0.17306,-0.31707,1.6578,0.18979,-0.27892,1.7115,0.19568,0.0041723,1.7739,0.13007,0.1731,1.7376,0.029842,-0.10589,1.7788,-0.0057586,-0.3624,1.7575,-0.039127,-0.54214,1.6894,-0.032722,-0.61516,1.6691,0.31303,-0.077273,1.6915,0.40843,-0.3148,1.6299,0.43045,-0.50447,1.5316,0.43145,-0.57174,1.4961,0.1056,-0.39006,1.6552,0.10551,-0.73509,1.6462,0.10544,-1.0158,1.6259,0.08069,-1.0505,1.5559,0.23156,-0.37199,1.6098,0.27044,-0.70914,1.5362,0.30207,-0.98343,1.4634,0.28394,-1.0045,1.3862,In,Near
62,-0.094695,-0.28896,1.4932,-0.081143,-0.25051,1.5476,-0.066186,0.033469,1.6051,-0.084588,0.20393,1.573,-0.24201,-0.065356,1.6013,-0.30763,-0.29864,1.5725,-0.30376,-0.4721,1.4795,-0.29628,-0.54281,1.4516,0.055438,-0.066623,1.532,0.1169,-0.29395,1.4553,0.12187,-0.46587,1.3592,0.11288,-0.5053,1.3399,-0.16676,-0.35345,1.482,-0.38534,-0.61956,1.5047,-0.5627,-0.8355,1.5102,-0.61117,-0.84632,1.4447,-0.035102,-0.34968,1.4566,0.18526,-0.59513,1.3407,0.36408,-0.79432,1.2336,0.37548,-0.79713,1.1523,In,Near
63,-0.32258,-0.27211,1.4684,-0.34647,-0.23331,1.5216,-0.39473,0.058645,1.5804,-0.33381,0.21711,1.5586,-0.48541,-0.042172,1.4923,-0.56857,-0.26745,1.43,-0.59049,-0.44474,1.3482,-0.58663,-0.49889,1.332,-0.21123,-0.046998,1.5789,-0.14154,-0.28092,1.5646,-0.090164,-0.4611,1.4969,-0.071976,-0.52915,1.4667,-0.37235,-0.3293,1.4277,-0.43116,-0.67081,1.4308,-0.47886,-0.94778,1.4202,-0.46862,-0.99172,1.3515,-0.2476,-0.33196,1.4629,-0.043959,-0.52662,1.5385,-0.14386,-0.59882,1.2882,-0.13503,-0.57532,1.2099,In,Near
64,-0.20136,-0.25608,1.3343,-0.2209,-0.22082,1.3885,-0.23133,0.057255,1.4612,-0.18856,0.23352,1.4463,-0.34375,-0.032779,1.36,-0.42122,-0.24677,1.2934,-0.42049,-0.42531,1.2109,-0.41368,-0.47862,1.1931,-0.075227,-0.042014,1.4654,-0.020219,-0.27507,1.4171,0.0051686,-0.43799,1.307,0.006993,-0.47703,1.2725,-0.25448,-0.31006,1.2832,-0.098268,-0.61832,1.3063,0.028255,-0.86799,1.312,0.080464,-0.88516,1.2508,-0.1367,-0.32234,1.3323,0.11479,-0.5602,1.293,0.31848,-0.75286,1.2482,0.36914,-0.74724,1.1836,In,Near
65,-0.088676,-0.21872,1.1231,-0.11517,-0.18524,1.1771,-0.13883,0.094706,1.2639,-0.079369,0.25259,1.2434,-0.22175,-0.0052626,1.1467,-0.28159,-0.20964,1.0559,-0.26238,-0.38107,0.95968,-0.25463,-0.42954,0.93152,0.024291,-0.016995,1.2759,0.08349,-0.24384,1.2475,0.13392,-0.42391,1.1915,0.12956,-0.49285,1.1585,-0.13234,-0.26232,1.064,0.069704,-0.54272,1.0886,0.23324,-0.76969,1.0954,0.29409,-0.77357,1.0401,-0.026506,-0.28933,1.1265,0.19391,-0.52536,1.2434,0.37232,-0.71641,1.325,0.44372,-0.72042,1.2844,In,Near
66,-0.020099,-0.186,1.0101,-0.042845,-0.14966,1.0622,-0.062456,0.12878,1.1236,0.0014664,0.27778,1.0876,-0.142,0.021767,1.0263,-0.20691,-0.17532,0.93934,-0.16727,-0.3397,0.83657,-0.15725,-0.38503,0.80431,0.10874,0.013127,1.1322,0.17624,-0.20033,1.1229,0.21385,-0.38131,1.0588,0.20346,-0.44815,1.0231,-0.067304,-0.23288,0.96057,0.17666,-0.47716,0.9891,0.37408,-0.67484,0.99913,0.43158,-0.6755,0.94032,0.044164,-0.25358,1.0127,0.28163,-0.48241,1.111,0.4738,-0.66759,1.1776,0.53938,-0.67262,1.1282,In,Near
67,0.28232,-0.18603,0.98106,0.29825,-0.14821,1.0329,0.33725,0.12412,1.0709,0.32627,0.2912,1.0314,0.18718,0.039226,1.0586,0.11674,-0.16048,1.0514,0.098681,-0.34276,0.98251,0.095155,-0.36078,0.9672,0.45357,0.020527,1.0056,0.48266,-0.16918,0.97751,0.53091,-0.35371,0.94399,0.54427,-0.40829,0.9386,0.21222,-0.23453,0.97347,0.3978,-0.51113,1.062,0.54795,-0.73494,1.1206,0.59003,-0.79055,1.077,0.33387,-0.25703,0.95041,0.61734,-0.4046,1.0761,0.8467,-0.52401,1.1648,0.92095,-0.54367,1.1354,In,Near
68,0.32157,-0.22214,1.2222,0.3205,-0.18745,1.2781,0.32593,0.084591,1.3424,0.32483,0.25251,1.3101,0.19253,-0.016654,1.2824,0.13234,-0.23169,1.244,0.089456,-0.39512,1.1422,0.075047,-0.43794,1.1085,0.49103,-0.010728,1.2997,0.56551,-0.22934,1.2556,0.59315,-0.40764,1.1795,0.58859,-0.43953,1.1656,0.25348,-0.28157,1.1954,0.46445,-0.54824,1.2584,0.63505,-0.76387,1.2963,0.68569,-0.79091,1.2374,0.3877,-0.28681,1.1971,0.69865,-0.43486,1.2362,0.95007,-0.55458,1.2548,1.0008,-0.54631,1.1906,In,Near
69,0.40487,-0.27358,1.4399,0.41209,-0.23341,1.4915,0.43534,0.043639,1.5283,0.44046,0.22242,1.5099,0.28482,-0.035495,1.5107,0.20527,-0.27338,1.4922,0.18471,-0.45069,1.4106,0.18264,-0.5203,1.3801,0.58077,-0.055001,1.49,0.62846,-0.28343,1.4454,0.62218,-0.46928,1.3869,0.61728,-0.5148,1.3753,0.33149,-0.33319,1.4237,0.45981,-0.65594,1.4099,0.56369,-0.91724,1.3856,0.58061,-0.94509,1.3102,0.46509,-0.34193,1.4176,0.71888,-0.57867,1.4199,0.92434,-0.77034,1.4087,0.96046,-0.78358,1.3361,In,Near
