0.024107,-0.051542,0.059087,0.031033,-0.044183,0.056955,0.022202,-0.020896,0.061844,0.0075095,-0.029871,0.057617,0.034102,-0.016819,0.053318,0.017254,-0.014493,0.035547,0.0062016,-0.012843,0.053097,0.0016696,-0.0035898,0.058095,-0.0033696,-0.0059191,0.045566,-0.0038988,-0.0031347,0.071306,-0.0054437,0.0024045,0.078829,-0.0033269,0.0078712,0.064492,0.032281,-0.046845,0.062864,0.031688,-0.02369,0.040784,0.023058,-0.0239,0.033608,-0.001911,-0.0081578,0.038365,0.014627,-0.04394,0.056144,0.027403,-0.042947,0.035549,0.043939,-0.043068,0.047024,0.03235,-0.043369,0.051688,2,2,2,2
0.2775,0.049708,0.35758,0.22231,0.032029,0.32524,0.25256,-0.071035,0.31021,0.36563,-0.092786,0.25173,0.21082,-0.017655,0.2746,-0.031908,0.012578,0.23119,-0.088847,0.037028,0.20712,-0.098776,0.062724,0.20045,0.24629,-0.013341,0.52394,0.033867,0.091617,0.66811,-0.12703,0.16584,0.78059,-0.17397,0.18592,0.81999,0.27178,0.039653,0.30267,0.14207,-0.10459,0.41083,0.11374,-0.12332,0.44768,0.15922,-0.22831,0.41799,0.2936,0.010805,0.412,0.32372,-0.011953,0.4063,0.073869,-0.12126,0.17133,0.15548,-0.122,0.20957,2,2,2,2
0.31518,-0.0179,0.13973,0.31795,-0.030547,0.14275,0.3322,-0.084527,0.1631,0.2953,-0.041253,0.19664,0.34025,-0.040372,0.17349,0.52866,-0.096426,0.2513,0.60622,-0.065558,0.24782,0.64216,-0.060176,0.22602,0.33834,-0.058898,0.17059,0.33443,-0.061866,0.17303,0.33213,-0.066561,0.17572,0.33136,-0.068127,0.17682,0.31794,-0.033268,0.10093,0.38336,-0.057939,0.053285,0.35069,-0.17575,-0.015908,0.28368,-0.19641,-0.026051,0.30911,-0.059801,0.14397,0.37425,-0.095024,0.26943,0.62767,-0.23079,0.22184,0.60869,-0.25695,0.27413,2,2,2,2
0.29322,-0.11685,0.31662,0.36364,-0.097265,0.3282,0.35563,-0.0025521,0.2955,0.29018,-0.04969,0.32527,0.24428,-0.068808,0.46732,0.11837,-0.071449,0.52706,0.0053213,-0.14475,0.44236,-0.034206,-0.19373,0.43011,0.33144,-0.072029,0.10743,0.51287,-0.18488,-0.096925,0.63909,-0.26783,-0.27308,0.68473,-0.29629,-0.33016,0.2623,-0.12199,0.42176,0.25919,-0.1367,0.33596,0.2877,-0.10558,0.25342,0.2383,-0.066413,0.20025,0.31024,-0.070832,0.2447,0.37025,-0.084951,0.26854,0.39414,-0.031249,0.29562,0.31248,-0.0052062,0.21494,4,3,4,3
0.069759,-0.049867,0.46279,0.024979,-0.053767,0.4731,0.0040012,-0.059131,0.4874,0.063859,-0.039007,0.47689,0.04789,-0.057735,0.34686,0.050786,-0.13306,0.30272,0.031227,-0.12059,0.39227,0.027286,-0.099709,0.39405,0.10559,-0.058453,0.55685,0.17709,-0.07389,0.67097,0.18901,-0.065789,0.83974,0.17903,-0.072071,0.87783,0.066511,-0.041427,0.41727,0.16215,-0.055827,0.60039,0.3117,-0.089736,0.76437,0.37258,-0.08883,0.75161,0.087436,-0.066822,0.49973,0.035401,-0.088817,0.42033,0.078016,-0.0056537,0.19925,0.11882,-0.053246,0.27599,2,2,2,2
-0.24779,-0.057829,0.18891,-0.26644,-0.062259,0.1853,-0.24705,-0.065738,0.23542,-0.27761,-0.028313,0.1937,-0.16189,-0.018955,0.19275,-0.20222,-0.0063927,0.21565,-0.26569,0.016221,0.19246,-0.29225,0.040024,0.20067,-0.25509,-0.021846,0.29762,-0.46345,0.059741,0.057306,-0.62404,0.069958,-0.16863,-0.67798,0.081324,-0.2123,-0.22736,-0.054572,0.20624,-0.33171,0.0097654,0.13083,-0.35706,-0.012749,0.26452,-0.40509,-0.055905,0.33309,-0.2725,-0.012614,0.16734,-0.38201,0.0055477,0.15282,-0.24918,-0.048205,0.38252,-0.19339,-0.001318,0.31171,2,2,2,2
-0.27734,0.071497,-0.20765,-0.23981,0.0666,-0.19557,-0.25313,0.049472,-0.2166,-0.21433,0.040414,-0.24007,-0.35956,0.012224,-0.11512,-0.33391,0.024622,-0.069539,-0.30986,0.073942,-0.18639,-0.29683,0.078589,-0.24482,-0.23802,0.012546,-0.31937,-0.077939,-0.098063,-0.11213,0.05908,-0.077492,-0.06931,0.11534,-0.093434,-0.04111,-0.30471,0.052944,-0.20988,-0.20038,-0.047681,-0.087501,-0.36936,0.00032306,-0.25361,-0.39542,0.029819,-0.27589,-0.25398,0.032823,-0.22512,-0.31246,0.06126,-0.21932,-0.5396,0.026543,-0.2179,-0.6138,-0.0063319,-0.23545,2,2,2,2
0.072961,0.074208,-0.49475,0.03926,0.079567,-0.50378,0.043378,0.096318,-0.50323,0.024909,0.091188,-0.4843,0.076168,0.10173,-0.60773,0.065082,0.11409,-0.74295,0.14117,0.025822,-0.7065,0.15852,0.0061816,-0.67453,0.0071428,0.062776,-0.43747,-0.0080235,0.06679,-0.35753,0.055714,0.064545,-0.38353,0.063778,0.074417,-0.43647,0.09312,0.082014,-0.54805,0.0074988,0.15274,-0.69431,0.11641,0.119,-0.67161,0.20224,0.10283,-0.70836,0.061177,0.065555,-0.43279,0.24941,0.07938,-0.45436,0.14374,0.068449,-0.36284,0.18194,0.039221,-0.31585,2,2,4,3
0.29624,0.07666,-0.37093,0.31099,0.074048,-0.36744,0.31866,0.055247,-0.38832,0.29979,0.047436,-0.40451,0.27381,0.047727,-0.32464,0.26244,0.022738,-0.26962,0.24713,0.032215,-0.23358,0.23278,0.020757,-0.21319,0.33368,0.10536,-0.3696,0.35421,0.090435,-0.43653,0.355,0.023102,-0.42094,0.3509,0.035687,-0.39906,0.27992,0.069854,-0.34642,0.3026,0.11177,-0.47448,0.31521,0.10438,-0.37642,0.27373,0.089759,-0.33161,0.30799,0.0803,-0.39407,0.24684,0.055379,-0.34792,0.3565,0.080595,-0.44177,0.33344,0.1098,-0.45445,2,2,2,2
-0.075437,-0.024179,-0.41831,-0.028377,-0.014856,-0.41659,-0.010131,0.043908,-0.38841,-0.059917,0.019106,-0.34907,-0.019486,-0.024175,-0.32988,0.056161,-0.051163,-0.20536,0.04854,-0.047796,-0.17605,0.058238,-0.027124,-0.17435,-0.087324,0.010298,-0.53066,-0.088192,0.050414,-0.65527,-0.2103,0.13785,-0.70873,-0.23514,0.1359,-0.7319,-0.0735,-0.022172,-0.36894,-0.021787,0.01865,-0.22168,0.16954,0.028751,-0.34028,0.16315,0.069077,-0.39364,-0.09396,0.00039953,-0.46195,-0.09383,0.1446,-0.62787,0.041867,0.10879,-0.63925,0.013818,0.14017,-0.66075,2,2,2,2
