-1.7471,0.32479,-1.0094,-1.7852,0.31206,-0.99158,-1.8254,0.32375,-0.92467
-1.7562,0.33506,-1.0395,-1.7975,0.3149,-1.0161,-1.7675,0.30926,-0.90621
-1.7371,0.33168,-1.0598,-1.7769,0.31745,-1.0416,-1.7598,0.31348,-0.96085
-1.7179,0.32505,-1.0757,-1.7545,0.31774,-1.0631,-1.7409,0.32276,-1.015
-1.6964,0.35351,-1.0793,-1.7226,0.34596,-1.0701,-1.7126,0.34662,-1.037
-1.6976,0.36993,-1.0676,-1.7196,0.36367,-1.0628,-1.7429,0.36459,-1.0534
-1.6651,0.35889,-1.0239,-1.694,0.35448,-1.0225,-1.7177,0.3515,-1.0138
-1.6318,0.33331,-0.9338,-1.6584,0.32948,-0.93425,-1.6867,0.31849,-0.94425
-1.6166,0.34089,-0.86376,-1.6436,0.33365,-0.86517,-1.6621,0.30177,-0.89274
-1.619,0.28132,-0.823,-1.6462,0.28257,-0.8216,-1.6653,0.287,-0.83711
-1.5951,0.28871,-0.8122,-1.6279,0.28279,-0.81052,-1.6728,0.27264,-0.82004
-1.6069,0.28166,-0.80674,-1.6341,0.27745,-0.80394,-1.6587,0.26719,-0.80762
-1.6213,0.2767,-0.79899,-1.6456,0.27192,-0.79726,-1.6647,0.26274,-0.7997
-1.6046,0.2461,-0.78305,-1.631,0.24916,-0.78291,-1.6615,0.25811,-0.79847
-1.611,0.23595,-0.77791,-1.6385,0.2389,-0.77671,-1.6657,0.25501,-0.78656
-1.5976,0.23547,-0.77872,-1.6256,0.23783,-0.77669,-1.6486,0.25795,-0.7779
-1.5998,0.22849,-0.79046,-1.6301,0.23076,-0.78596,-1.658,0.25013,-0.77681
-1.5968,0.23532,-0.79427,-1.628,0.2352,-0.7891,-1.6594,0.25266,-0.77652
-1.6062,0.23436,-0.79432,-1.6361,0.23433,-0.78993,-1.6663,0.25297,-0.77832
-1.6086,0.23109,-0.79821,-1.638,0.23275,-0.79279,-1.6671,0.25657,-0.77985
-1.5769,0.21837,-0.80862,-1.6133,0.22234,-0.80217,-1.6686,0.25704,-0.78642
-1.5925,0.2498,-0.80013,-1.6258,0.24714,-0.79625,-1.6669,0.25819,-0.78617
-1.602,0.26273,-0.8056,-1.6319,0.2582,-0.80105,-1.6673,0.26204,-0.79096
-1.5965,0.24942,-0.81022,-1.6268,0.25041,-0.80491,-1.6598,0.26771,-0.79322
-1.5991,0.24522,-0.81391,-1.6297,0.2449,-0.8088,-1.6542,0.26321,-0.79561
-1.5959,0.24308,-0.81559,-1.6275,0.24325,-0.81039,-1.6433,0.26205,-0.79584
-1.5921,0.24147,-0.8175,-1.6217,0.24065,-0.81203,-1.6285,0.25706,-0.79757
-1.5899,0.2382,-0.82068,-1.6221,0.23853,-0.81449,-1.6464,0.25774,-0.79982
-1.5934,0.23027,-0.81974,-1.6255,0.23262,-0.81416,-1.6455,0.25653,-0.79882
-1.6012,0.23719,-0.82085,-1.629,0.24218,-0.81229,-1.6441,0.30416,-0.768
-1.5943,0.25083,-0.81064,-1.6242,0.25428,-0.80487,-1.6461,0.26457,-0.79399
-1.5973,0.25231,-0.80862,-1.6285,0.25101,-0.80467,-1.6508,0.26319,-0.79309
-1.591,0.2364,-0.80734,-1.6247,0.23759,-0.80248,-1.6511,0.2534,-0.78974
-1.5867,0.23628,-0.80595,-1.6206,0.23659,-0.80168,-1.6482,0.25285,-0.78914
