Frame,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Joint X,Joint Y,Joint Z,Categories,
,Hip Center,,,Spine,,,Shoulder Center,,,Head,,,Shoulder Left,,,Elbow Left,,,Wrist Left,,,Hand Left,,,Shoulder Right,,,Elbow Right,,,Wrist Right,,,Hand Right,,,Hip Left,,,Knee Left,,,Ankle Left,,,Foot Left,,,Hip Right,,,Knee Right,,,Ankle Right,,,Foot Right,,,Position,Depth
40,-0.10738,-0.56196,2.7527,-0.091934,-0.51823,2.8156,-0.0795,-0.19128,2.8908,-0.087482,-0.004391,2.8716,-0.24365,-0.303,2.8781,-0.31567,-0.57761,2.8483,-0.31334,-0.78529,2.7451,-0.33998,-0.84964,2.7262,0.054108,-0.29283,2.8131,0.113,-0.54046,2.6979,0.10884,-0.72093,2.5484,0.1048,-0.78771,2.5047,-0.17788,-0.63002,2.7444,-0.22427,-0.96823,2.7256,-0.21516,-1.2692,2.7138,-0.2331,-1.3154,2.6315,-0.049576,-0.62299,2.7093,-0.028206,-0.90371,2.6418,0.033451,-1.2455,2.5405,0.025217,-1.2657,2.4469,In,Far
41,-0.11726,-0.57895,2.8838,-0.13648,-0.53533,2.9454,-0.15056,-0.20857,3.0212,-0.13549,-0.02097,3.0036,-0.28854,-0.31705,2.9293,-0.35282,-0.55877,2.8412,-0.35746,-0.75108,2.7087,-0.3554,-0.81667,2.6768,0.027124,-0.31954,3.0301,0.099038,-0.59986,2.9844,0.13907,-0.80868,2.8934,0.15217,-0.88644,2.8696,-0.18025,-0.64544,2.8374,-0.23286,-0.95765,2.7939,-0.22808,-1.2811,2.7933,-0.19903,-1.3307,2.7162,-0.040801,-0.64815,2.8756,-0.02339,-0.98094,2.835,-0.055533,-1.2878,2.8077,-0.036683,-1.3304,2.7236,In,Far
42,0.10753,-0.57439,2.8191,0.086282,-0.53492,2.8825,0.06958,-0.21564,2.9757,0.078757,-0.02171,2.9739,-0.061511,-0.31856,2.8508,-0.13452,-0.56827,2.7696,-0.1646,-0.77472,2.6684,-0.15863,-0.84168,2.6626,0.23855,-0.32448,2.9585,0.31559,-0.59305,2.9209,0.32376,-0.80741,2.8352,0.32597,-0.87591,2.8114,0.043109,-0.63284,2.7674,0.066062,-0.90289,2.677,0.20007,-1.2353,2.6126,0.25665,-1.2443,2.5354,0.18534,-0.64439,2.8104,0.19257,-0.93607,2.8038,-0.028969,-1.1962,2.7943,-0.077003,-1.2321,2.7187,In,Far
43,0.33967,-0.51729,2.5924,0.33764,-0.47381,2.6575,0.3245,-0.14536,2.739,0.31837,0.038353,2.7337,0.16879,-0.25114,2.6696,0.11384,-0.50307,2.5824,0.10286,-0.70508,2.4677,0.10675,-0.76814,2.4485,0.49094,-0.25143,2.6653,0.58219,-0.51308,2.6214,0.59429,-0.7252,2.5167,0.60441,-0.78371,2.4758,0.27338,-0.59062,2.5732,0.25572,-0.88812,2.5257,0.2603,-1.2349,2.5132,0.26093,-1.2828,2.4294,0.41158,-0.57749,2.5538,0.44686,-0.90394,2.489,0.48029,-1.2133,2.4145,0.4856,-1.2367,2.321,In,Far
44,0.45172,-0.48614,2.3273,0.45517,-0.44108,2.3928,0.45779,-0.10583,2.4746,0.44366,0.078866,2.4852,0.29283,-0.21997,2.4123,0.2352,-0.46947,2.3218,0.20962,-0.65705,2.1844,0.21474,-0.70361,2.1499,0.60324,-0.21472,2.3969,0.68505,-0.45606,2.3348,0.65751,-0.64815,2.1852,0.64986,-0.70376,2.127,0.3814,-0.55268,2.3053,0.39595,-0.84183,2.2308,0.41324,-1.1854,2.1323,0.41128,-1.2047,2.038,0.51976,-0.54963,2.2941,0.55089,-0.84699,2.2136,0.58554,-1.178,2.1131,0.58641,-1.1961,2.0186,In,Far
45,0.45054,-0.47914,2.28,0.47573,-0.43185,2.338,0.4877,-0.098876,2.4,0.45073,0.087973,2.4088,0.32274,-0.21649,2.421,0.29006,-0.50103,2.4499,0.26311,-0.72572,2.4365,0.25033,-0.77537,2.4321,0.60339,-0.19898,2.2915,0.66621,-0.42488,2.1794,0.63463,-0.58825,2.0132,0.61942,-0.64658,1.9653,0.38048,-0.55347,2.2856,0.35327,-0.8256,2.1984,0.31839,-1.1743,2.0779,0.27773,-1.1922,1.9911,0.50775,-0.53917,2.2214,0.52252,-0.82309,2.1322,0.54032,-1.1653,2.0149,0.50639,-1.1844,1.9268,In,Far
46,0.28613,-0.47917,2.2858,0.29823,-0.43158,2.3468,0.28283,-0.10279,2.4081,0.28266,0.084286,2.4089,0.11266,-0.21696,2.3963,0.028511,-0.46141,2.3643,-0.068744,-0.63853,2.2493,-0.080442,-0.67097,2.2242,0.4265,-0.20533,2.3131,0.50077,-0.46345,2.2487,0.49783,-0.66692,2.1365,0.49142,-0.73111,2.1049,0.2153,-0.55309,2.2808,0.18735,-0.83357,2.2301,0.15162,-1.1922,2.1565,0.12327,-1.2193,2.0673,0.35477,-0.54108,2.2425,0.38034,-0.82162,2.1614,0.41217,-1.171,2.0513,0.39415,-1.191,1.9588,In,Far
47,0.4086,-0.49443,2.2779,0.42727,-0.44095,2.3337,0.42835,-0.10026,2.3702,0.41379,0.077935,2.4082,0.26519,-0.22543,2.3745,0.21859,-0.49931,2.3374,0.19584,-0.71594,2.2624,0.19271,-0.75269,2.2464,0.55376,-0.19988,2.2784,0.63897,-0.45349,2.1901,0.63345,-0.64254,2.0526,0.63155,-0.70661,2.0203,0.33983,-0.56956,2.2882,0.29828,-0.83856,2.1912,0.24522,-1.1821,2.0586,0.21134,-1.2002,1.9687,0.47053,-0.55653,2.2311,0.5073,-0.88119,2.1435,0.542,-1.1876,2.0478,0.51867,-1.2113,1.9573,In,Far
48,0.40794,-0.5461,2.6545,0.40927,-0.49459,2.7109,0.4069,-0.16988,2.7318,0.39687,0.023737,2.7323,0.23083,-0.26787,2.7081,0.17419,-0.53639,2.684,0.16371,-0.74827,2.5917,0.16407,-0.79494,2.5879,0.56024,-0.26827,2.6973,0.62181,-0.52463,2.6603,0.62394,-0.73601,2.5582,0.61916,-0.80602,2.5189,0.33397,-0.6199,2.6371,0.34186,-0.9237,2.567,0.35061,-1.2604,2.4784,0.34904,-1.2851,2.3853,0.48237,-0.61632,2.6376,0.50644,-0.94077,2.5704,0.52994,-1.2576,2.4921,0.53063,-1.2836,2.3993,In,Far
49,0.40533,-0.55881,2.6397,0.4212,-0.5116,2.6983,0.42889,-0.18736,2.7469,0.40908,0.0076697,2.7615,0.25882,-0.29914,2.7503,0.21406,-0.56325,2.7419,0.19462,-0.78569,2.6898,0.19505,-0.84664,2.6976,0.56769,-0.28169,2.6712,0.65198,-0.54203,2.6059,0.64395,-0.73222,2.47,0.63442,-0.78555,2.4362,0.33035,-0.63137,2.6398,0.31996,-0.8958,2.5209,0.59351,-1.0977,2.4459,0.62593,-1.1003,2.3549,0.47161,-0.62565,2.595,0.50543,-0.95829,2.5749,0.53765,-1.2752,2.5429,0.52099,-1.3139,2.4559,In,Far
50,-0.03235,-0.65257,3.2268,-0.040895,-0.60568,3.2871,-0.060664,-0.28151,3.3357,-0.06971,-0.087113,3.3147,-0.22984,-0.40137,3.2906,-0.27547,-0.66297,3.2595,-0.30206,-0.88623,3.2198,-0.29982,-0.95546,3.2016,0.11287,-0.37508,3.3278,0.18275,-0.64415,3.2572,0.22468,-0.85031,3.1607,0.23056,-0.90004,3.1466,-0.099781,-0.72895,3.1869,-0.094492,-1.0571,3.1546,-0.1114,-1.3721,3.2174,-0.10982,-1.4482,3.1579,0.047896,-0.7218,3.2177,0.084544,-1.0255,3.1019,0.12624,-1.3437,2.9846,0.13872,-1.3591,2.89,In,Far
51,-0.16773,-0.68758,3.4348,-0.17198,-0.64395,3.4973,-0.16859,-0.32919,3.5596,-0.12539,-0.15162,3.5194,-0.31345,-0.41863,3.5187,-0.4042,-0.6731,3.4915,-0.41904,-0.91348,3.4191,-0.41138,-0.97284,3.38,-0.00056,-0.42102,3.5585,0.064965,-0.71011,3.5549,0.076394,-0.93168,3.496,0.070178,-0.99204,3.4495,-0.23927,-0.74691,3.3986,-0.24152,-1.0178,3.2784,-0.2154,-1.3744,3.2055,-0.19924,-1.4024,3.1147,-0.10045,-0.76064,3.4191,-0.11196,-1.0486,3.3896,-0.14871,-1.3152,3.3813,-0.14852,-1.3635,3.2979,In,Far
52,-0.038018,-0.6482,3.2999,-0.059394,-0.60676,3.36,-0.070284,-0.29706,3.4279,-0.064425,-0.10821,3.3987,-0.22059,-0.39984,3.3222,-0.31208,-0.57336,3.172,-0.28343,-0.72567,2.9941,-0.27629,-0.77229,2.9113,0.10171,-0.40336,3.4318,0.17588,-0.6572,3.3411,0.18795,-0.84673,3.2048,0.18973,-0.92741,3.1513,-0.096974,-0.71714,3.2367,-0.17519,-0.99754,3.1843,-0.23594,-1.3489,3.1883,-0.22237,-1.4099,3.1148,0.04448,-0.72878,3.3034,0.08483,-1.033,3.2233,0.17633,-1.3581,3.1814,0.22083,-1.3816,3.0991,In,Far
53,0.29424,-0.63851,3.1671,0.28046,-0.59849,3.2337,0.26746,-0.27361,3.325,0.28681,-0.085379,3.3279,0.1379,-0.37926,3.2191,0.078312,-0.63981,3.1399,0.062165,-0.85282,3.0514,0.069432,-0.92618,3.0323,0.44738,-0.37653,3.2895,0.52207,-0.65009,3.2298,0.51441,-0.85871,3.1288,0.51983,-0.91849,3.0828,0.22504,-0.69653,3.1206,0.26331,-0.9705,3.0315,0.34589,-1.325,3.0192,0.38615,-1.3672,2.9441,0.37319,-0.70857,3.1475,0.38989,-1.0127,3.1055,0.36434,-1.3591,3.0586,0.37634,-1.3958,2.9702,In,Far
54,0.43529,-0.57788,2.9522,0.4469,-0.53426,3.0136,0.44905,-0.21739,3.0754,0.40828,-0.019867,3.0692,0.2636,-0.32992,3.0588,0.20378,-0.57741,2.9964,0.14482,-0.78473,2.9141,0.13407,-0.84993,2.8867,0.5908,-0.30748,2.9932,0.68733,-0.56574,2.9403,0.67399,-0.76994,2.8304,0.67251,-0.84758,2.8113,0.36209,-0.65717,2.9472,0.37746,-0.97976,2.8978,0.39948,-1.3092,2.887,0.38518,-1.3561,2.8039,0.50389,-0.63991,2.9006,0.53888,-0.97106,2.8247,0.5206,-1.2851,2.7624,0.49836,-1.3116,2.6724,In,Far
55,0.12724,-0.5676,2.8647,0.14279,-0.52391,2.927,0.14183,-0.19966,3.0027,0.12976,-0.0068743,3.0146,-0.041613,-0.31466,2.9888,-0.13254,-0.55268,2.9436,-0.24209,-0.72067,2.8252,-0.25669,-0.77114,2.7885,0.27055,-0.30562,2.896,0.35002,-0.572,2.8309,0.36092,-0.79043,2.7586,0.35806,-0.86201,2.7436,0.051804,-0.64112,2.8584,0.031527,-0.94022,2.8548,0.12574,-1.2829,2.8241,0.12464,-1.3257,2.7376,0.19556,-0.62796,2.8132,0.11162,-0.89079,2.6895,0.22067,-1.217,2.5923,0.21995,-1.2413,2.4989,In,Far
56,-0.1666,-0.55269,2.7057,-0.1379,-0.51182,2.7674,-0.083252,-0.1849,2.8523,-0.082635,-0.0010223,2.8473,-0.25381,-0.29638,2.8433,-0.33019,-0.5642,2.8468,-0.34257,-0.78296,2.7759,-0.33569,-0.8411,2.7688,0.025663,-0.29149,2.7465,0.027129,-0.51845,2.5808,-0.063954,-0.66208,2.4182,-0.10078,-0.72108,2.3715,-0.24984,-0.61332,2.7092,-0.21774,-0.94725,2.6697,-0.29173,-1.25,2.5643,-0.33037,-1.259,2.4762,-0.11354,-0.61453,2.6487,-0.070275,-0.90475,2.5948,-0.28301,-1.159,2.6573,-0.35944,-1.1646,2.5985,In,Far
57,-0.31611,-0.55934,2.7541,-0.33119,-0.51581,2.8159,-0.35213,-0.19227,2.885,-0.33083,-4.18E-05,2.8936,-0.49809,-0.29439,2.7987,-0.52309,-0.53006,2.7367,-0.50819,-0.73607,2.6308,-0.50401,-0.80625,2.5865,-0.18979,-0.30601,2.8598,-0.12899,-0.56511,2.8312,-0.078009,-0.77384,2.7464,-0.076002,-0.84312,2.7267,-0.37838,-0.62627,2.7065,-0.41173,-0.93226,2.6583,-0.39886,-1.2803,2.6303,-0.37679,-1.3192,2.5447,-0.24061,-0.62778,2.7508,-0.20887,-0.9412,2.6455,-0.11266,-1.256,2.6006,-0.076625,-1.2801,2.5142,In,Far
58,-0.21786,-0.58568,2.9119,-0.22568,-0.53946,2.972,-0.21662,-0.21783,3.0245,-0.20384,-0.020759,3.031,-0.37685,-0.31314,2.9595,-0.43863,-0.55477,2.9058,-0.44535,-0.76005,2.7974,-0.43643,-0.85252,2.7684,-0.049762,-0.31975,3.0161,0.0064443,-0.59113,2.9598,0.04694,-0.79394,2.8546,0.050269,-0.84811,2.8258,-0.29013,-0.65036,2.8799,-0.33559,-0.93543,2.7836,-0.27587,-1.2717,2.6588,-0.25244,-1.2849,2.566,-0.14609,-0.65909,2.8964,-0.1481,-0.98369,2.869,-0.18186,-1.315,2.8253,-0.17312,-1.3494,2.7354,In,Far
59,-0.059515,-0.60743,3.0155,-0.094187,-0.55813,3.0661,-0.11586,-0.22468,3.113,-0.083915,-0.039869,3.1048,-0.21371,-0.33372,2.9865,-0.29956,-0.58289,2.9053,-0.29922,-0.79331,2.8084,-0.29032,-0.85445,2.7965,0.066442,-0.3487,3.1701,0.13068,-0.62242,3.1364,0.14513,-0.82642,3.0251,0.14956,-0.89095,2.9853,-0.10846,-0.67628,2.9493,-0.17881,-0.97041,2.8899,-0.26209,-1.312,2.8807,-0.23235,-1.3714,2.8106,0.01225,-0.68976,3.0396,0.040787,-0.99463,2.9738,0.020141,-1.3389,2.9066,0.06458,-1.3714,2.8272,In,Far
60,0.18203,-0.56393,2.8386,0.15721,-0.52651,2.901,0.14071,-0.21173,3.011,0.16959,-0.023339,3.0121,0.028586,-0.31022,2.8794,-0.026908,-0.53757,2.7749,-0.022423,-0.75536,2.6992,-0.018133,-0.8492,2.6735,0.317,-0.32242,3.0145,0.39449,-0.6084,2.9817,0.39138,-0.82329,2.8967,0.40312,-0.88462,2.8693,0.12199,-0.61858,2.7661,0.13121,-0.90623,2.7308,0.16529,-1.2717,2.7359,0.21385,-1.3254,2.6711,0.25654,-0.64511,2.8436,0.24614,-0.95227,2.8064,0.11776,-1.1962,2.5761,0.13498,-1.1838,2.4818,In,Far
61,0.52058,-0.54587,2.7219,0.54246,-0.49804,2.778,0.57365,-0.17299,2.817,0.5376,0.018277,2.7954,0.38754,-0.27405,2.8266,0.32558,-0.54151,2.7987,0.29533,-0.75421,2.7133,0.29662,-0.81287,2.698,0.69132,-0.27013,2.7356,0.74201,-0.51757,2.6483,0.69992,-0.72815,2.5214,0.68916,-0.79487,2.4911,0.44267,-0.61481,2.7231,0.40166,-0.92745,2.6561,0.45269,-1.2484,2.5328,0.43619,-1.2657,2.4391,0.57912,-0.61402,2.682,0.59581,-0.91027,2.6243,0.50608,-1.2366,2.4842,0.4718,-1.2448,2.3942,In,Far
62,0.39881,-0.59904,3.0097,0.40054,-0.55652,3.0731,0.39849,-0.23712,3.1444,0.38715,-0.032587,3.1411,0.23003,-0.33637,3.0917,0.17923,-0.58825,3.0115,0.16611,-0.79618,2.9089,0.1691,-0.88435,2.8669,0.55727,-0.3292,3.0809,0.63181,-0.5923,3.016,0.64017,-0.79637,2.9045,0.64085,-0.85373,2.8709,0.32611,-0.66979,2.9878,0.32492,-0.99442,2.9127,0.38395,-1.3169,2.9172,0.39679,-1.3688,2.8367,0.47177,-0.66517,2.9758,0.48241,-1.0285,2.966,0.45556,-1.3234,2.9635,0.44489,-1.372,2.8806,In,Far
63,0.32394,-0.636,3.207,0.34434,-0.58904,3.2657,0.36501,-0.25924,3.3219,0.31829,-0.072038,3.3245,0.17277,-0.3688,3.321,0.12983,-0.63589,3.2878,0.085197,-0.85443,3.2334,0.11018,-0.89731,3.2095,0.49543,-0.36305,3.2232,0.57798,-0.62773,3.1586,0.57985,-0.83642,3.0568,0.57504,-0.92006,3.038,0.24448,-0.70641,3.2042,0.20493,-1.0148,3.1682,0.21489,-1.3605,3.1009,0.19192,-1.3888,3.0113,0.38651,-0.7064,3.1628,0.42429,-1.0078,3.1206,0.45664,-1.3615,3.1015,0.43692,-1.4064,3.0182,In,Far
64,0.1086,-0.63282,3.1835,0.12093,-0.58804,3.2443,0.11098,-0.26686,3.3094,0.035386,-0.088048,3.27,-0.065764,-0.39892,3.2811,-0.087917,-0.65673,3.2664,-0.10757,-0.86949,3.1771,-0.10405,-0.91726,3.1505,0.24527,-0.35352,3.2112,0.33562,-0.61071,3.1076,0.32828,-0.82033,3.0081,0.33385,-0.89041,2.9743,0.036863,-0.70975,3.1815,0.035947,-0.99786,3.1645,0.072074,-1.3663,3.1494,0.05985,-1.4149,3.0669,0.17932,-0.69295,3.1337,0.15097,-1.0351,3.007,0.047168,-1.3097,2.9195,0.010219,-1.3214,2.8308,In,Far
65,-0.10416,-0.59397,2.9444,-0.081953,-0.55141,3.0072,-0.037526,-0.22292,3.0848,-0.060956,-0.040645,3.0682,-0.21639,-0.34113,3.0737,-0.294,-0.60129,3.0478,-0.33406,-0.79778,2.9287,-0.34789,-0.8559,2.8876,0.082222,-0.32457,3.0025,0.11728,-0.55156,2.8662,0.057327,-0.72986,2.7264,0.024598,-0.80432,2.6716,-0.18461,-0.65766,2.9396,-0.22118,-1.0115,2.8745,-0.25151,-1.3092,2.8105,-0.27923,-1.3334,2.7211,-0.048449,-0.65675,2.8946,-0.054837,-0.9554,2.8346,-0.05728,-1.3101,2.853,-0.08029,-1.3734,2.7837,In,Far
66,-0.35283,-0.57669,2.821,-0.37073,-0.53481,2.8853,-0.40492,-0.2069,2.9711,-0.38871,-0.01198,2.983,-0.53493,-0.30613,2.8768,-0.55125,-0.53935,2.8108,-0.52518,-0.76201,2.7071,-0.5262,-0.82878,2.679,-0.22641,-0.3182,2.9394,-0.16881,-0.56908,2.8778,-0.1449,-0.75946,2.7439,-0.14382,-0.84096,2.6895,-0.41252,-0.64042,2.7744,-0.4495,-0.93157,2.7211,-0.43459,-1.2942,2.721,-0.40966,-1.3475,2.6443,-0.27555,-0.64386,2.81,-0.23961,-0.95927,2.7225,-0.13287,-1.2752,2.7256,-0.08738,-1.312,2.6485,In,Far
67,-0.25794,-0.57669,2.7726,-0.28106,-0.53225,2.8349,-0.30983,-0.19748,2.9162,-0.25884,-0.016052,2.9128,-0.42305,-0.30189,2.8069,-0.4884,-0.54946,2.7244,-0.4906,-0.7625,2.6338,-0.48953,-0.83525,2.6169,-0.11336,-0.32145,2.9065,-0.051569,-0.58498,2.8764,-0.00025323,-0.79331,2.79,0.011904,-0.84861,2.7585,-0.31699,-0.64081,2.7213,-0.38444,-0.93488,2.6886,-0.31547,-1.2817,2.6966,-0.26723,-1.3214,2.6228,-0.17976,-0.64697,2.7683,-0.13527,-0.9513,2.7021,-0.13612,-1.297,2.629,-0.10896,-1.3241,2.5402,In,Far
68,-0.0016147,-0.54854,2.6722,-0.033761,-0.50588,2.7283,-0.055029,-0.18556,2.8015,-0.006961,-0.0012694,2.7927,-0.15997,-0.28704,2.6613,-0.24253,-0.52244,2.5888,-0.24245,-0.73535,2.4978,-0.23665,-0.80925,2.4907,0.11685,-0.29718,2.8295,0.16983,-0.57959,2.7786,0.1674,-0.793,2.6891,0.17246,-0.85341,2.6684,-0.052217,-0.61208,2.5963,-0.084476,-0.88261,2.4889,-0.026446,-1.1444,2.4053,-0.017943,-1.0376,2.4347,0.070933,-0.63108,2.6899,0.060689,-0.91909,2.6658,0.034529,-1.0692,2.4125,-0.012028,-0.98273,2.4521,In,Far
69,0.24122,-0.50029,2.411,0.22933,-0.45966,2.4769,0.19979,-0.13601,2.5666,0.21235,0.055396,2.5508,0.071426,-0.23664,2.4712,0.018931,-0.45885,2.3783,0.055704,-0.66798,2.2416,0.077073,-0.74052,2.2041,0.39186,-0.23912,2.5067,0.47253,-0.49697,2.4585,0.49639,-0.70262,2.3534,0.5009,-0.77162,2.3232,0.17825,-0.56974,2.3776,0.13761,-0.8634,2.35,0.087537,-1.2253,2.3066,0.086604,-1.262,2.2172,0.31974,-0.55976,2.3833,0.35652,-0.86446,2.3062,0.39747,-1.2036,2.2095,0.41364,-1.2213,2.1158,In,Far
70,0.4199,-0.48006,2.3218,0.43499,-0.43226,2.3824,0.46256,-0.098996,2.438,0.44915,0.091627,2.4439,0.28732,-0.20293,2.4192,0.2186,-0.46101,2.3687,0.20117,-0.66939,2.2684,0.20103,-0.76191,2.2369,0.59231,-0.20228,2.3632,0.66326,-0.46059,2.2973,0.66702,-0.65354,2.1656,0.65309,-0.71542,2.1207,0.34311,-0.54688,2.3136,0.34284,-0.84866,2.2467,0.34252,-1.199,2.1589,0.32711,-1.222,2.0661,0.48223,-0.5455,2.2851,0.4946,-0.85,2.2345,0.50892,-1.2025,2.1657,0.49568,-1.2303,2.074,In,Far
71,0.1151,-0.49839,2.3426,0.12076,-0.45344,2.4076,0.12609,-0.11894,2.4883,0.11642,0.071913,2.4904,-0.050357,-0.2307,2.4301,-0.11777,-0.48719,2.3832,-0.15961,-0.69241,2.2836,-0.15584,-0.73554,2.2623,0.26901,-0.22367,2.4065,0.32795,-0.48227,2.3323,0.32685,-0.68541,2.2189,0.32322,-0.75494,2.1834,0.041377,-0.56652,2.3199,0.012573,-0.88054,2.3036,-0.019164,-1.2265,2.2747,-0.033251,-1.2645,2.1868,0.18376,-0.56276,2.3104,0.21378,-0.84088,2.2276,0.2525,-1.1997,2.112,0.25142,-1.2186,2.0161,In,Far
