2,271,319
0,274,291
0,274,152
0,266,70
0,199,204
0,168,291
0,151,385
0,138,408
0,337,203
0,382,308
0,412,403
0,415,419
0,237,352
0,230,507
0,224,634
0,215,676
0,303,351
0,290,507
0,280,635
0,275,677
3,268,317
0,269,289
0,263,148
0,254,60
0,184,203
0,156,301
0,154,398
0,138,420
0,334,201
0,379,313
0,404,412
0,408,433
0,235,355
0,282,485
0,319,593
0,318,631
0,303,350
0,228,482
0,161,599
0,150,641
4,364,317
0,364,288
0,363,146
0,355,58
0,283,200
0,257,312
0,240,407
0,239,427
0,433,200
0,478,313
0,507,411
0,511,433
0,330,352
0,403,483
0,467,599
0,472,640
0,398,350
0,364,483
0,337,592
0,334,630
5,422,313
0,423,285
0,427,144
0,419,59
0,349,196
0,320,303
0,302,393
0,300,417
0,495,199
0,537,309
0,560,408
0,565,434
0,389,347
0,373,492
0,359,619
0,356,660
0,455,347
0,421,480
0,396,589
0,396,626
6,441,306
0,442,282
0,448,158
0,440,84
0,379,202
0,356,295
0,339,373
0,335,402
0,509,205
0,547,300
0,568,386
0,571,410
0,412,334
0,410,447
0,409,589
0,408,629
0,468,337
0,467,447
0,467,568
0,468,601
7,442,290
0,444,271
0,448,175
0,441,111
0,391,204
0,372,279
0,356,341
0,354,360
0,497,207
0,527,284
0,539,351
0,543,372
0,419,312
0,436,417
0,417,503
0,416,528
0,464,314
0,466,415
0,462,490
0,463,513
8,444,282
0,445,265
0,450,177
0,446,116
0,395,202
0,375,274
0,362,333
0,364,354
0,497,204
0,519,278
0,531,340
0,533,358
0,422,304
0,430,413
0,419,463
0,429,474
0,465,305
0,450,411
0,465,475
0,457,458
9,437,282
0,437,264
0,437,178
0,438,120
0,387,205
0,362,278
0,355,337
0,352,352
0,486,204
0,508,277
0,522,337
0,527,359
0,416,303
0,417,405
0,423,468
0,408,456
0,457,303
0,455,411
0,465,481
0,469,503
10,435,280
0,435,262
0,438,174
0,436,120
0,387,205
0,370,277
0,361,333
0,363,348
0,483,205
0,507,273
0,520,331
0,525,352
0,414,301
0,425,407
0,421,473
0,423,453
0,454,301
0,456,402
0,451,461
0,460,479
11,437,283
0,437,264
0,438,173
0,437,117
0,386,205
0,366,280
0,357,339
0,357,355
0,485,204
0,508,276
0,525,335
0,529,357
0,416,305
0,434,412
0,420,478
0,423,497
0,457,305
0,462,413
0,451,471
0,471,466
12,438,285
0,438,266
0,439,170
0,436,113
0,387,204
0,365,279
0,355,340
0,355,357
0,486,205
0,513,277
0,530,338
0,536,361
0,417,307
0,428,414
0,424,486
0,426,507
0,460,308
0,466,424
0,468,495
0,472,516
13,389,294
0,390,274
0,393,172
0,385,111
0,333,209
0,314,288
0,297,350
0,294,365
0,440,209
0,475,286
0,498,353
0,503,369
0,365,318
0,353,428
0,371,512
0,368,536
0,412,319
0,428,426
0,445,501
0,446,524
14,355,290
0,356,269
0,357,166
0,351,104
0,297,202
0,273,282
0,252,346
0,247,362
0,407,204
0,438,281
0,458,349
0,463,367
0,331,315
0,341,426
0,346,503
0,344,527
0,380,315
0,385,435
0,391,535
0,391,563
15,310,299
0,312,276
0,312,163
0,301,99
0,250,205
0,227,287
0,204,356
0,198,382
0,363,204
0,401,289
0,420,365
0,423,381
0,284,325
0,274,437
0,263,551
0,254,581
0,334,326
0,338,438
0,341,538
0,337,566
16,249,303
0,251,279
0,248,163
0,240,95
0,183,207
0,160,283
0,142,357
0,131,376
0,300,204
0,335,290
0,352,367
0,353,385
0,222,331
0,227,435
0,232,545
0,226,574
0,276,329
0,267,443
0,258,559
0,253,590
17,222,300
0,224,278
0,218,164
0,211,97
0,157,210
0,132,285
0,114,358
0,108,383
0,273,205
0,308,292
0,326,366
0,328,384
0,195,328
0,208,428
0,221,540
0,216,569
0,252,327
0,244,436
0,236,549
0,231,578
18,177,292
0,177,272
0,167,168
0,164,101
0,107,211
0,83,283
0,60,355
0,49,373
0,223,204
0,255,291
0,270,363
0,269,380
0,150,319
0,172,410
0,235,438
0,214,454
0,209,318
0,209,453
0,208,544
0,205,571
19,174,291
0,174,271
0,167,170
0,165,104
0,109,211
0,86,282
0,63,351
0,53,369
0,221,206
0,251,288
0,265,358
0,266,376
0,147,316
0,168,407
0,234,492
0,233,518
0,204,316
0,206,424
0,175,505
0,171,530
20,169,288
0,169,269
0,163,173
0,161,112
0,107,212
0,86,282
0,65,348
0,59,366
0,215,205
0,243,284
0,255,348
0,258,366
0,144,312
0,163,401
0,209,462
0,207,485
0,197,312
0,205,422
0,162,370
0,174,397
21,194,285
0,194,267
0,191,178
0,189,119
0,138,212
0,120,281
0,104,342
0,102,354
0,238,208
0,260,285
0,270,346
0,273,368
0,171,309
0,189,388
0,215,478
0,214,501
0,219,307
0,210,408
0,214,480
0,211,501
22,201,283
0,200,266
0,196,179
0,197,123
0,146,212
0,126,281
0,111,340
0,109,354
0,242,208
0,263,283
0,275,341
0,276,364
0,179,307
0,179,384
0,209,436
0,216,459
0,224,304
0,212,408
0,214,478
0,212,498
23,205,283
0,204,265
0,200,179
0,201,125
0,151,211
0,131,278
0,118,337
0,115,353
0,246,209
0,267,282
0,278,339
0,280,361
0,184,305
0,180,382
0,203,465
0,201,484
0,228,303
0,218,404
0,235,466
0,225,481
24,225,284
0,226,267
0,225,178
0,224,125
0,176,211
0,160,280
0,150,337
0,149,349
0,268,209
0,289,279
0,296,336
0,301,357
0,205,306
0,216,410
0,207,472
0,212,455
0,246,305
0,239,408
0,248,467
0,231,463
25,242,285
0,241,267
0,238,178
0,239,125
0,190,211
0,172,279
0,163,337
0,161,359
0,283,209
0,304,279
0,318,335
0,320,349
0,222,307
0,219,402
0,221,463
0,220,481
0,263,305
0,277,413
0,288,479
0,289,497
26,280,286
0,280,267
0,277,175
0,276,122
0,228,208
0,211,281
0,201,340
0,201,356
0,322,208
0,344,279
0,357,338
0,360,352
0,260,309
0,256,408
0,250,478
0,248,498
0,301,306
0,306,409
0,310,477
0,311,497
27,291,285
0,291,266
0,290,173
0,289,119
0,240,207
0,223,280
0,214,340
0,213,356
0,336,206
0,357,278
0,371,336
0,375,351
0,270,307
0,286,415
0,282,481
0,281,500
0,313,307
0,309,414
0,311,475
0,309,457
28,317,287
0,317,268
0,313,171
0,313,115
0,262,208
0,246,281
0,235,344
0,235,360
0,361,205
0,384,280
0,398,341
0,402,355
0,296,310
0,301,412
0,293,485
0,292,506
0,340,309
0,344,422
0,346,490
0,347,510
29,332,288
0,332,269
0,331,170
0,328,113
0,278,206
0,262,282
0,251,345
0,250,362
0,378,206
0,402,282
0,416,346
0,419,361
0,310,312
0,331,418
0,304,497
0,303,520
0,355,311
0,354,420
0,346,487
0,346,508
30,336,291
0,336,271
0,333,169
0,330,110
0,279,206
0,263,283
0,252,349
0,251,365
0,382,207
0,410,283
0,424,350
0,427,365
0,314,315
0,323,432
0,330,506
0,327,528
0,360,315
0,358,434
0,356,515
0,355,539
31,312,300
0,314,278
0,316,168
0,306,106
0,257,209
0,242,292
0,227,359
0,223,385
0,364,208
0,394,293
0,410,365
0,411,380
0,287,324
0,285,432
0,282,540
0,275,568
0,336,325
0,344,439
0,350,522
0,346,547
32,281,307
0,284,283
0,282,162
0,272,95
0,219,209
0,199,293
0,182,370
0,183,377
0,334,207
0,368,300
0,383,381
0,384,396
0,254,335
0,258,442
0,262,558
0,254,588
0,308,333
0,297,445
0,284,568
0,277,601
33,255,313
0,260,287
0,261,155
0,245,81
0,192,206
0,175,298
0,159,380
0,147,401
0,314,204
0,353,309
0,367,400
0,367,415
0,226,343
0,224,480
0,221,603
0,207,640
0,283,343
0,290,471
0,296,577
0,287,610
34,221,316
0,224,288
0,215,150
0,203,70
0,142,204
0,115,298
0,101,388
0,85,409
0,277,203
0,314,315
0,331,415
0,332,432
0,187,347
0,210,491
0,229,615
0,219,656
0,256,347
0,276,495
0,293,625
0,287,667
35,205,315
0,207,286
0,191,146
0,178,60
0,118,207
0,92,302
0,68,395
0,53,419
0,255,200
0,298,315
0,313,421
0,315,442
0,171,350
0,193,495
0,209,616
0,199,658
0,245,345
0,214,505
0,185,650
0,172,698
36,204,316
0,205,287
0,190,144
0,179,54
0,113,206
0,85,304
0,57,398
0,40,423
0,262,199
0,306,318
0,325,427
0,327,446
0,168,353
0,194,498
0,214,615
0,207,658
0,246,347
0,221,515
0,198,669
0,188,721
37,233,322
0,234,291
0,221,142
0,204,52
0,139,205
0,112,307
0,105,407
0,92,434
0,293,199
0,337,317
0,356,429
0,360,449
0,197,362
0,210,502
0,219,611
0,209,653
0,275,354
0,232,515
0,195,656
0,183,707
38,257,327
0,261,295
0,257,140
0,242,51
0,173,204
0,147,309
0,121,413
0,100,437
0,326,200
0,375,315
0,396,431
0,401,447
0,220,366
0,221,507
0,220,616
0,208,658
0,295,362
0,254,532
0,217,684
0,202,739
39,318,330
0,322,297
0,319,139
0,304,50
0,231,200
0,204,317
0,188,426
0,187,457
0,393,201
0,447,325
0,467,447
0,474,491
0,283,370
0,256,509
0,236,616
0,223,658
0,354,366
0,338,554
0,324,730
0,314,793
40,349,331
0,352,298
0,349,138
0,336,50
0,263,199
0,232,319
0,206,426
0,202,457
0,424,200
0,483,323
0,509,446
0,518,490
0,311,370
0,200,445
0,89,520
0,65,557
0,388,368
0,346,549
0,308,715
0,297,776
41,423,329
0,424,297
0,425,137
0,413,50
0,336,197
0,305,320
0,283,429
0,282,446
0,505,199
0,561,323
0,591,446
0,601,491
0,385,369
0,257,443
0,144,509
0,107,533
0,462,368
0,439,557
0,418,739
0,413,802
42,449,332
0,449,299
0,453,138
0,442,50
0,363,197
0,330,318
0,309,428
0,307,460
0,535,200
0,585,316
0,608,440
0,615,483
0,409,370
0,270,440
0,159,498
0,122,520
0,488,371
0,441,558
0,398,740
0,388,802
43,501,335
0,505,302
0,514,136
0,502,49
0,422,193
0,393,317
0,370,429
0,368,446
0,585,201
0,603,334
0,618,460
0,626,498
0,462,369
0,325,433
0,200,493
0,164,512
0,538,374
0,489,568
0,443,763
0,428,826
44,507,337
0,511,303
0,522,135
0,513,48
0,431,192
0,404,313
0,384,424
0,380,447
0,588,201
0,602,333
0,620,461
0,628,498
0,468,369
0,330,435
0,205,496
0,168,514
0,543,374
0,490,569
0,441,765
0,423,827
45,498,336
0,500,302
0,507,136
0,495,49
0,413,194
0,381,317
0,362,430
0,358,446
0,585,201
0,607,323
0,586,445
0,593,482
0,457,370
0,320,436
0,194,498
0,158,519
0,537,375
0,486,570
0,438,764
0,425,829
46,441,330
0,442,297
0,449,136
0,438,49
0,357,197
0,327,317
0,307,427
0,303,447
0,532,197
0,591,315
0,606,439
0,610,482
0,401,368
0,262,438
0,153,494
0,117,517
0,480,370
0,442,561
0,407,748
0,400,813
47,422,329
0,421,297
0,422,138
0,414,49
0,335,197
0,300,321
0,281,432
0,281,447
0,504,198
0,553,316
0,592,434
0,589,444
0,383,368
0,259,442
0,147,509
0,111,534
0,461,368
0,421,554
0,384,736
0,378,798
48,392,326
0,392,294
0,395,139
0,388,50
0,308,199
0,279,316
0,261,423
0,257,454
0,474,197
0,522,316
0,560,429
0,563,442
0,353,364
0,234,441
0,133,507
0,100,534
0,429,364
0,368,528
0,314,679
0,301,732
49,371,324
0,370,293
0,368,141
0,364,51
0,285,199
0,254,318
0,235,424
0,233,454
0,447,197
0,492,313
0,523,422
0,529,444
0,336,363
0,227,442
0,128,514
0,96,542
0,408,360
0,359,528
0,314,688
0,305,741
50,370,324
0,369,293
0,368,141
0,362,51
0,285,199
0,254,318
0,234,423
0,232,453
0,445,198
0,490,314
0,521,422
0,526,443
0,334,363
0,225,442
0,126,515
0,94,543
0,406,360
0,358,528
0,313,687
0,303,740
51,370,324
0,370,294
0,370,140
0,364,51
0,288,198
0,258,315
0,237,419
0,235,440
0,445,198
0,490,314
0,520,422
0,525,444
0,334,362
0,223,442
0,125,513
0,109,549
0,406,360
0,356,527
0,310,683
0,306,739
52,371,324
0,371,293
0,372,140
0,366,51
0,290,198
0,259,315
0,238,417
0,236,440
0,446,198
0,491,313
0,520,421
0,525,443
0,335,361
0,224,441
0,126,512
0,111,548
0,406,360
0,355,525
0,308,680
0,304,735
53,373,322
0,374,292
0,376,141
0,368,53
0,296,199
0,266,311
0,245,409
0,241,432
0,446,199
0,492,314
0,519,420
0,523,441
0,339,358
0,233,441
0,141,515
0,126,550
0,407,358
0,357,513
0,313,653
0,307,702
54,365,316
0,365,287
0,366,146
0,358,64
0,290,201
0,264,307
0,245,396
0,245,415
0,431,199
0,470,307
0,492,401
0,496,423
0,333,349
0,239,437
0,166,506
0,155,536
0,396,347
0,359,490
0,327,618
0,324,660
55,372,306
0,372,280
0,373,154
0,369,81
0,306,201
0,280,295
0,264,375
0,264,393
0,432,200
0,463,295
0,482,376
0,486,395
0,344,335
0,353,445
0,362,555
0,363,586
0,399,335
0,398,448
0,397,564
0,400,597
